page_id	chars	class	packet	flags
p0129	1192	high-noise	A4	mounted_slip_layout;reading_order_risk
p0130	554	high-noise	A4	mounted_slip_layout;reading_order_risk
p0131	453	high-noise	A4	mounted_slip_layout;reading_order_risk
p0132	0	short-text	A4	baseline_empty_short_text;rockefeller_stationery_visual
p0133	784	high-noise	A4	mounted_slip_layout;reading_order_risk
p0134	72	high-noise	A4	mounted_slip_layout;reading_order_risk;generic_answer_sentence_hallucination
p0135	61	short-text	A4	rockefeller_stationery_visual
p0136	713	high-noise	A4	mounted_slip_layout;reading_order_risk
p0137	1353	high-noise	A4	mounted_slip_layout;reading_order_risk
p0138	25	high-noise	A4	mounted_slip_layout;reading_order_risk;severe_under_capture
p0139	61	short-text	A4	mounted_slip_layout;reading_order_risk;rockefeller_stationery_visual
p0140	933	high-noise	A4	mounted_slip_layout;reading_order_risk
p0141	321	high-noise	A4	visual_checked
p0142	610	high-noise	A4	visual_checked
p0143	24	high-noise	A4	mounted_slip_layout;reading_order_risk;severe_under_capture
p0144	103	high-noise	A4	mounted_slip_layout;reading_order_risk;severe_under_capture
p0145	61	short-text	A4	rockefeller_stationery_visual
p0146	521	high-noise	A4	mounted_slip_layout;reading_order_risk
p0147	962	high-noise	A4	mounted_slip_layout;reading_order_risk
p0148	1490	high-noise	A4	mounted_slip_layout;reading_order_risk;modern_nicotine_Hong_Kong_intrusion
p0149	967	high-noise	A4	mounted_slip_layout;reading_order_risk
p0150	1	high-noise	A4	mounted_slip_layout;reading_order_risk;severe_under_capture
p0151	187	high-noise	A5	severe_under_capture
p0152	0	blank-no-substantive	A5	baseline_empty_verified_blank
p0153	667	usable-with-noise	A5	visual_checked
p0154	1039	high-noise	A5	reversed_URL_ocr_corruption
p0155	83	high-noise	A5	Spanish_generated_prose
p0156	1338	usable	A5	printed_regular_layout
p0157	3338	usable	A5	printed_regular_layout
p0158	3766	usable	A5	printed_regular_layout
p0159	2816	usable	A5	printed_regular_layout
p0160	3856	usable	A5	printed_regular_layout
p0161	2043	usable	A5	printed_regular_layout
p0162	667	high-noise	A5	visual_checked
p0163	1651	usable	A5	printed_regular_layout;printed_middelburg_stadsrecht_reply
p0164	4553	usable	A5	printed_regular_layout
p0165	3895	usable	A5	printed_regular_layout
p0166	3837	usable	A5	printed_regular_layout
p0167	3548	usable	A5	printed_regular_layout
p0168	3407	usable	A5	printed_regular_layout
p0169	1796	usable	A5	printed_regular_layout
p0170	0	blank-no-substantive	A5	baseline_empty_verified_blank
p0171	0	short-text	A5	baseline_empty_short_text
p0172	281	short-text	A5	visual_checked
p0173	0	blank-no-substantive	A5	baseline_empty_verified_blank
p0174	1797	usable	A6	printed_regular_layout
p0175	4911	usable	A6	printed_regular_layout
p0176	1682	usable	A6	printed_regular_layout
p0177	2357	usable	A6	printed_regular_layout;printed_review_huizinga_burg_en_kerspel
p0178	2781	usable	A6	printed_regular_layout
p0179	2742	usable	A6	printed_regular_layout
p0180	90	short-text	A6	visual_checked
p0181	0	false-empty-recovery	A7	baseline_empty_false_negative;substantive_text_visible
p0182	99	high-noise	A7	formula_generated_text
p0183	612	high-noise	A7	modern_2024_WEF_intrusion
p0184	328	high-noise	A7	quick_brown_fox_intrusion
p0185	768	high-noise	A7	modern_URL_and_2020_intrusion
p0186	158	high-noise	A7	severe_under_capture
p0187	221	high-noise	A7	visual_checked
p0188	547	high-noise	A7	modern_US_law_prose_intrusion
p0189	1071	high-noise	A7	modern_Asia_email_intrusion
p0190	110	high-noise	A7	severe_under_capture
p0191	45	high-noise	A7	modern_2024_intrusion
p0192	436	high-noise	A7	formula_modern_intrusion
p0193	206	high-noise	A7	visual_checked
p0194	765	high-noise	A7	visual_checked
p0195	336	high-noise	A7	visual_checked
p0196	621	high-noise	A7	visual_checked
p0197	696	high-noise	A7	modern_workday_table_intrusion
p0198	50	high-noise	A7	severe_under_capture
p0199	274	high-noise	A7	visual_checked
p0200	447	high-noise	A7	modern_2020_play_formula_intrusion
p0201	357	high-noise	A7	visual_checked
p0202	77	short-text	A7	knaw_memorandum
p0203	518	high-noise	A7	generated_modern_text
p0204	96	high-noise	A7	generated_modern_text
p0205	625	high-noise	A7	mixed_modern_technical_intrusion
p0206	332	high-noise	A7	mounted_slip_layout;reading_order_risk
p0207	22	high-noise	A7	mounted_slip_layout;reading_order_risk;work_market_intrusion
p0208	1787	high-noise	A8	visual_checked
p0209	2109	high-noise	A8	visual_checked
p0210	1365	high-noise	A8	visual_checked
p0211	1874	high-noise	A8	visual_checked
p0212	1918	high-noise	A8	visual_checked
p0213	1137	high-noise	A8	visual_checked
p0214	1489	high-noise	A8	visual_checked
p0215	2526	high-noise	A8	visual_checked
p0216	0	short-text	A8	baseline_empty_short_text
p0217	1242	high-noise	A8	robespierre_heading_visual
p0218	2258	high-noise	A8	visual_checked
p0219	2137	high-noise	A8	visual_checked
p0220	1079	high-noise	A8	visual_checked
p0221	962	high-noise	A8	visual_checked
p0222	1327	high-noise	A8	visual_checked
p0223	1718	high-noise	A8	visual_checked
p0224	6154	high-noise	A8	repeat_and_semantic_overgeneration
p0225	0	false-empty-recovery	A8	baseline_empty_false_negative;substantive_text_visible
p0226	363	high-noise	A8	visual_checked
p0227	1312	high-noise	A8	modern_web_semantic_intrusion
p0228	1598	high-noise	A8	visual_checked
p0229	726	high-noise	A8	visual_checked
p0230	0	blank-no-substantive	A9	baseline_empty_verified_blank
p0231	0	blank-no-substantive	A9	baseline_empty_verified_blank
p0232	1215	high-noise	A9	mounted_slip_layout;reading_order_risk
p0233	749	high-noise	A9	mounted_slip_layout;reading_order_risk
p0234	0	blank-no-substantive	A9	baseline_empty_verified_blank
p0235	524	high-noise	A9	mounted_slip_layout;reading_order_risk
p0236	1362	high-noise	A9	mounted_slip_layout;reading_order_risk
p0237	694	high-noise	A9	mounted_slip_layout;reading_order_risk
p0238	0	blank-no-substantive	A9	baseline_empty_verified_blank
p0239	0	false-empty-recovery	A9	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0240	0	false-empty-recovery	A9	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0241	0	blank-no-substantive	A9	baseline_empty_verified_blank
p0242	0	false-empty-recovery	A9	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0243	127	high-noise	A9	mounted_slip_layout;reading_order_risk;severe_under_capture
p0244	0	blank-no-substantive	A9	baseline_empty_verified_blank
p0245	125	high-noise	A9	mounted_slip_layout;reading_order_risk;severe_under_capture
p0246	0	false-empty-recovery	A9	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0247	168	high-noise	A9	mounted_slip_layout;reading_order_risk;severe_under_capture
