page_id	scan_page	baseline_chars	class	notes
chunk_015:p0050	0050	1753	usable-with-noise	
chunk_015:p0051	0051	0	blank	backs/blank sides of mounted sheets; no substantive visible text
chunk_015:p0052	0052	1921	usable-with-noise	
chunk_015:p0053	0053	1476	usable-with-noise	
chunk_015:p0054	0054	1	high-noise	mounted-slip board; baseline only “5”
chunk_015:p0055	0055	405	usable-with-noise	
chunk_015:p0056	0056	533	usable-with-noise	
chunk_015:p0057	0057	850	usable-with-noise	
chunk_015:p0058	0058	721	usable-with-noise	
chunk_015:p0059	0059	242	high-noise	mounted slips; baseline under-captures visible material
chunk_015:p0060	0060	468	usable-with-noise	
chunk_015:p0061	0061	0	false-empty	baseline empty; faint tabular/handwritten sheet visible beneath a blank strip
chunk_015:p0062	0062	765	usable-with-noise	
chunk_015:p0063	0063	887	usable-with-noise	
chunk_015:p0064	0064	1183	usable-with-noise	
chunk_015:p0065	0065	313	high-noise	mounted-slip board; baseline under-captures visible material
chunk_015:p0066	0066	496	usable-with-noise	
chunk_015:p0067	0067	713	usable-with-noise	
chunk_015:p0068	0068	955	usable-with-noise	
chunk_015:p0069	0069	23	high-noise	mounted-slip board; baseline reduced to a single short sentence
chunk_015:p0070	0070	7442	usable	printed Le Courrier des Arts clipping, “Crépuscule de Viollet-le-Duc”; baseline highly legible
chunk_015:p0071	0071	8510	usable	printed/dense clipping material; baseline long but coherent and retrieval-usable
chunk_015:p0072	0072	13149	usable	printed/dense clipping material; baseline long but coherent and retrieval-usable
chunk_015:p0073	0073	10892	usable	printed/dense clipping material; baseline long but coherent and retrieval-usable
chunk_015:p0074	0074	11337	usable	printed/dense clipping material; baseline long but coherent and retrieval-usable
chunk_015:p0075	0075	7165	usable	printed review/article plus Editions Béatrice advertisement; baseline highly legible
chunk_015:p0076	0076	5156	usable	printed Lagarde prospectus/table of contents; baseline highly legible
chunk_015:p0077	0077	1257	usable	printed Editions Béatrice / Svets & Zeitlinger bookseller-periodical solicitation; baseline highly legible
chunk_015:p0078	0078	870	usable	printed Lagarde order/subscription form aimed at professors/librarians/study circles; baseline substantially legible
chunk_015:p0079	0079	1374	usable	printed Oxford University Press Simon de Montfort advertisement; plates/collotype facsimile and archival-source framing legible
chunk_015:p0080	0080	2897	usable	printed specimen/review material; baseline substantially legible
chunk_015:p0081	0081	5124	usable	Oxford Books catalogue plus Editions Béatrice review material; visual-production specifications and publisher reception legible
chunk_015:p0082	0082	2316	usable	printed review packet for Lagarde; binding/printing/presentation comments legible
chunk_015:p0083	0083	458	high-noise	full handwritten page; baseline underwent pathological repeat removal (x678) and remains unreliable
chunk_015:p0084	0084	0	blank	small blank sheet; no substantive visible text
chunk_015:p0085	0085	1044	usable-with-noise	
chunk_015:p0086	0086	193	high-noise	full handwritten page; baseline severely under-captures visible text
chunk_015:p0087	0087	737	usable-with-noise	
chunk_015:p0088	0088	92	short-text	short torn manuscript note; baseline captures a few visible lines
chunk_015:p0089	0089	99	short-text	short manuscript/bibliographical note; baseline captures visible short text
chunk_015:p0090	0090	0	blank	blank torn sheet; no substantive visible text
