page	pdf	verification	json_action	note
p0085	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0086	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0087	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0088	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0089	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0090	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0091	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0092	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0093	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0094	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0095	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0096	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0097	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0098	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0099	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0100	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0101	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0102	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0103	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0104	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0105	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0106	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0107	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0108	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0109	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0110	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0111	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0112	chunk_070__p0081-0120.pdf	checked_against_original_pdf	clear_page	corrected JSON and audit ledger updated
p0113	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0114	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0115	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0116	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0117	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0118	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0119	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0120	chunk_070__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0161	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0162	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0163	chunk_070__p0161-0186.pdf	checked_against_original_pdf	replace_block	corrected JSON and audit ledger updated
p0164	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0165	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0166	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0167	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0168	chunk_070__p0161-0186.pdf	checked_against_original_pdf	replace_block	corrected JSON and audit ledger updated
p0169	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0170	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0171	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0172	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0173	chunk_070__p0161-0186.pdf	checked_against_original_pdf	append_manual_block	corrected JSON and audit ledger updated
p0174	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0175	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0176	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0177	chunk_070__p0161-0186.pdf	checked_against_original_pdf	append_manual_block	corrected JSON and audit ledger updated
p0178	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0179	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0180	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0181	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0182	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0183	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0184	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0185	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0186	chunk_070__p0161-0186.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
