page_id	scan_page	baseline_chars	class	notes
chunk_019:p0107	0107	1520	usable-with-noise	
chunk_019:p0108	0108	1375	usable-with-noise	
chunk_019:p0109	0109	1485	usable-with-noise	
chunk_019:p0110	0110	330	high-noise	sparse/partial handwritten page; baseline wording is too fragmentary for quotation
chunk_019:p0111	0111	1456	usable-with-noise	
chunk_019:p0112	0112	1954	usable-with-noise	
chunk_019:p0113	0113	732	usable-with-noise	
chunk_019:p0114	0114	1605	usable-with-noise	
chunk_019:p0115	0115	1380	usable-with-noise	
chunk_019:p0116	0116	187	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
chunk_019:p0117	0117	1818	usable-with-noise	
chunk_019:p0118	0118	1393	usable-with-noise	
chunk_019:p0119	0119	867	usable-with-noise	
chunk_019:p0120	0120	691	usable-with-noise	
chunk_019:p0121	0121	0	false-empty	baseline OCR empty; mounted handwritten note visible on board
chunk_019:p0122	0122	2141	usable-with-noise	
chunk_019:p0123	0123	1467	usable-with-noise	
chunk_019:p0124	0124	1462	usable-with-noise	
chunk_019:p0125	0125	1456	usable-with-noise	
chunk_019:p0126	0126	1652	usable-with-noise	
chunk_019:p0127	0127	1971	usable-with-noise	
chunk_019:p0128	0128	768	usable-with-noise	
chunk_019:p0129	0129	3168	high-noise	handwritten/mounted page; OCR contains a long hallucinated year-series and cannot be quoted
chunk_019:p0130	0130	1426	usable-with-noise	
chunk_019:p0131	0131	1463	usable-with-noise	
chunk_019:p0132	0132	1457	usable-with-noise	
chunk_019:p0133	0133	1525	usable-with-noise	
chunk_019:p0134	0134	265	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
chunk_019:p0135	0135	1614	usable-with-noise	
chunk_019:p0136	0136	1612	usable-with-noise	
chunk_019:p0137	0137	3	high-noise	mounted short slip visible; baseline has only three characters
chunk_019:p0138	0138	1594	usable-with-noise	
chunk_019:p0139	0139	1451	usable-with-noise	
chunk_019:p0140	0140	1488	usable-with-noise	
chunk_019:p0141	0141	1435	usable-with-noise	
chunk_019:p0142	0142	263	usable-with-noise	
chunk_019:p0143	0143	1893	high-noise	handwritten page; OCR begins with pathological lexical repetition/hallucination
chunk_019:p0144	0144	1486	usable-with-noise	
chunk_019:p0145	0145	1179	usable-with-noise	
chunk_019:p0146	0146	1666	usable-with-noise	
chunk_019:p0147	0147	1774	usable-with-noise	
chunk_019:p0148	0148	1460	usable-with-noise	
chunk_019:p0149	0149	1240	usable-with-noise	
chunk_019:p0150	0150	1225	usable-with-noise	
chunk_019:p0151	0151	2999	usable-with-noise	
chunk_019:p0152	0152	249	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
chunk_019:p0153	0153	1621	usable-with-noise	
chunk_019:p0154	0154	265	high-noise	mounted notes; baseline materially under-captures the visible content
chunk_019:p0155	0155	247	high-noise	mounted-note board; baseline materially under-captures the visible content
chunk_019:p0156	0156	123	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
chunk_019:p0157	0157	5861	high-noise	folder/narrow sheet layout; OCR hallucinates a very long Chinese book-list sequence
chunk_019:p0158	0158	733	usable-with-noise	
chunk_019:p0159	0159	899	usable-with-noise	
chunk_019:p0160	0160	12	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
chunk_019:p0161	0161	673	usable-with-noise	
chunk_019:p0162	0162	163	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
chunk_019:p0163	0163	180	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
chunk_019:p0164	0164	113	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
chunk_019:p0165	0165	742	usable-with-noise	
chunk_019:p0166	0166	625	usable-with-noise	
chunk_019:p0167	0167	60	short-text	visually sparse page/card; short baseline text broadly commensurate with substantive content
