page_id	baseline_chars	visual_status	quality_class	needs_close_transcription	text_source	review_pdf
chunk_004:p0133	1072	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0134	1100	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0135	1012	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0136	734	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0137	1237	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0138	862	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0139	958	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0140	1093	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0141	598	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0142	984	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0143	1146	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0144	975	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0145	4759	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0146	399	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0147	1107	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0148	1002	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0149	1108	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0150	1078	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0151	323	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0152	1121	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0153	1066	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0154	364	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0155	381	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0156	393	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0157	1497	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0158	1766	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0159	1605	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0160	1084	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
