page_id	baseline_chars	visual_status	quality_class	needs_close_transcription	text_source	review_pdf
chunk_004:p0040	691	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0001-0040.pdf
chunk_004:p0041	1092	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0042	1137	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0043	1025	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0044	271	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0045	0	blank_confirmed	blank	false	blank	chunk_004__p0041-0080.pdf
chunk_004:p0046	1076	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0047	1506	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0048	1263	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0049	870	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0050	1634	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0051	44	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0052	813	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0053	702	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0054	1316	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0055	132	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0056	140	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0057	785	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0058	572	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0059	760	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0060	1114	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0061	1094	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0062	884	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0063	810	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0064	1228	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0065	1160	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0066	290	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0067	1085	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0068	663	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0069	1117	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0070	1359	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0071	656	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0072	784	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0073	1046	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0074	698	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0075	1270	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0076	1123	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0077	774	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0078	645	text_present	usable	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0079	866	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0041-0080.pdf
chunk_004:p0080	1418	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0041-0080.pdf
