page_id	chars	class	packet	flags
p0113	153	high-noise	B1	mounted_slip_layout;reading_order_risk
p0114	0	blank-no-substantive	B1	baseline_empty_verified_blank
p0115	853	high-noise	B1	mounted_slip_layout;reading_order_risk
p0116	535	high-noise	B1	mounted_slip_layout;reading_order_risk
p0117	0	blank-no-substantive	B1	baseline_empty_verified_blank
p0118	669	high-noise	B1	mounted_slip_layout;reading_order_risk
p0119	328	high-noise	B1	mounted_slip_layout;reading_order_risk
p0120	0	blank-no-substantive	B1	baseline_empty_verified_blank
p0121	404	high-noise	B2	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0122	40	high-noise	B2	mounted_slip_layout;reading_order_risk
p0123	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0124	1045	high-noise	B2	mounted_slip_layout;reading_order_risk
p0125	1618	high-noise	B2	mounted_slip_layout;reading_order_risk
p0126	1339	high-noise	B2	mounted_slip_layout;reading_order_risk
p0127	213	high-noise	B2	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0128	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0129	1593	high-noise	B2	mounted_slip_layout;reading_order_risk
p0130	2325	high-noise	B2	mounted_slip_layout;reading_order_risk
p0131	1933	high-noise	B2	mounted_slip_layout;reading_order_risk
p0132	528	high-noise	B2	mounted_slip_layout;reading_order_risk
p0133	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0134	1842	high-noise	B2	mounted_slip_layout;reading_order_risk
p0135	2581	high-noise	B2	mounted_slip_layout;reading_order_risk
p0136	2543	high-noise	B2	mounted_slip_layout;reading_order_risk
p0137	2840	high-noise	B2	mounted_slip_layout;reading_order_risk
p0138	2555	high-noise	B2	mounted_slip_layout;reading_order_risk
p0139	2023	high-noise	B2	mounted_slip_layout;reading_order_risk
p0140	2411	high-noise	B2	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0141	200	high-noise	B2	mounted_slip_layout;reading_order_risk
p0142	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0143	669	high-noise	B2	mounted_slip_layout;reading_order_risk
p0144	1391	high-noise	B2	mounted_slip_layout;reading_order_risk
p0145	444	high-noise	B2	mounted_slip_layout;reading_order_risk
p0146	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0147	93	short-text	B2	single_mounted_slip;short_text
p0148	0	short-text	B2	baseline_empty_short_text;single_mounted_slip;short_text
p0149	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0150	339	high-noise	B2	mounted_slip_layout;reading_order_risk
p0151	102	high-noise	B2	mounted_slip_layout;reading_order_risk
p0152	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0153	462	high-noise	B2	mounted_slip_layout;reading_order_risk
p0154	1522	high-noise	B2	mounted_slip_layout;reading_order_risk
p0155	2178	high-noise	B2	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0156	1627	high-noise	B2	mounted_slip_layout;reading_order_risk
p0157	1651	high-noise	B2	mounted_slip_layout;reading_order_risk
p0158	403	high-noise	B2	mounted_slip_layout;reading_order_risk
p0159	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0160	944	high-noise	B2	mounted_slip_layout;reading_order_risk
p0161	670	high-noise	C1	mounted_slip_layout;reading_order_risk
p0162	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0163	7186	high-noise	C1	mounted_slip_layout;reading_order_risk
p0164	127	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_generated_code
p0165	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0166	777	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0167	100	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0168	392	high-noise	C1	mounted_slip_layout;reading_order_risk
p0169	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0170	1073	high-noise	C1	mounted_slip_layout;reading_order_risk
p0171	1981	high-noise	C1	mounted_slip_layout;reading_order_risk
p0172	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0173	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0174	1816	high-noise	C1	mounted_slip_layout;reading_order_risk
p0175	1234	high-noise	C1	mounted_slip_layout;reading_order_risk
p0176	2987	high-noise	C1	mounted_slip_layout;reading_order_risk
p0177	2870	high-noise	C1	mounted_slip_layout;reading_order_risk
p0178	2737	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion;false_anthropology_lexical_hit
p0179	2612	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion;ocr_repetition_cleaned
p0180	3579	high-noise	C1	mounted_slip_layout;reading_order_risk
p0181	2809	high-noise	C1	mounted_slip_layout;reading_order_risk
p0182	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0183	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0184	635	high-noise	C1	mounted_slip_layout;reading_order_risk
p0185	1085	high-noise	C1	mounted_slip_layout;reading_order_risk
p0186	1300	high-noise	C1	mounted_slip_layout;reading_order_risk
p0187	1436	high-noise	C1	mounted_slip_layout;reading_order_risk;false_renaissance_lexical_hit;semantic_hallucination
p0188	1439	high-noise	C1	mounted_slip_layout;reading_order_risk
p0189	6791	high-noise	C1	mounted_slip_layout;reading_order_risk;ocr_duplicate_table_row;semantic_hallucination_generated_table
p0190	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0191	484	high-noise	C1	mounted_slip_layout;reading_order_risk
p0192	293	high-noise	C1	mounted_slip_layout;reading_order_risk
p0193	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0194	1326	high-noise	C1	mounted_slip_layout;reading_order_risk
p0195	2027	high-noise	C1	mounted_slip_layout;reading_order_risk
p0196	2695	high-noise	C1	mounted_slip_layout;reading_order_risk
p0197	1812	high-noise	C1	mounted_slip_layout;reading_order_risk
p0198	1126	high-noise	C1	mounted_slip_layout;reading_order_risk
p0199	2011	high-noise	C1	mounted_slip_layout;reading_order_risk
p0200	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0201	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0202	1007	high-noise	C1	mounted_slip_layout;reading_order_risk
p0203	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0204	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0205	1764	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_test_phrase
p0206	6793	high-noise	C1	mounted_slip_layout;reading_order_risk
p0207	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0208	865	high-noise	C2	mounted_slip_layout;reading_order_risk;walpole_packet;koninklijke_bibliotheek_request_forms
p0209	67	high-noise	C2	mounted_slip_layout;reading_order_risk
p0210	787	high-noise	C2	mounted_slip_layout;reading_order_risk;semantic_hallucination_conversational_intrusion;walpole_packet;koninklijke_bibliotheek_request_forms
p0211	463	high-noise	C2	mounted_slip_layout;reading_order_risk;walpole_packet;leiden_library_request_form
p0212	267	usable-with-noise	C2	simple_document_layout;walpole_packet;leiden_library_request_form
p0213	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0214	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0215	556	high-noise	C3	mounted_slip_layout;reading_order_risk;semantic_hallucination_overgeneration
p0216	61	high-noise	C3	mounted_slip_layout;reading_order_risk;ocr_repeat_run_cleaned_v3;severe_under_capture
p0217	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0218	1079	high-noise	C3	mounted_slip_layout;reading_order_risk;methodisme_packet;wesley_enthusiasm
p0219	2179	high-noise	C3	mounted_slip_layout;reading_order_risk
p0220	0	false-empty-recovery	C3	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0221	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0222	837	high-noise	C3	mounted_slip_layout;reading_order_risk;sentimentalism_packet
p0223	1982	high-noise	C3	mounted_slip_layout;reading_order_risk
p0224	226	high-noise	C3	mounted_slip_layout;reading_order_risk
p0225	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0226	332	high-noise	C3	mounted_slip_layout;reading_order_risk;semantic_hallucination_generated_nonsense
p0227	0	false-empty-recovery	C3	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0228	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0229	2439	high-noise	C3	mounted_slip_layout;reading_order_risk
p0230	293	high-noise	C3	mounted_slip_layout;reading_order_risk
p0231	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0232	0	false-empty-recovery	C3	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0233	135	high-noise	C3	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0234	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0235	1174	high-noise	C3	mounted_slip_layout;reading_order_risk
p0236	308	high-noise	C3	mounted_slip_layout;reading_order_risk
p0237	0	blank-no-substantive	C3	baseline_empty_verified_blank
p0238	1247	high-noise	C3	mounted_slip_layout;reading_order_risk
p0239	735	high-noise	C3	mounted_slip_layout;reading_order_risk
p0240	314	high-noise	C3	mounted_slip_layout;reading_order_risk
