page_id	scan_page	baseline_chars	class	notes
chunk_016:p0126	0126	3376	usable-with-noise	two dense manuscript sheets; OCR char-run cleanup flag retained; conceptually rich but exact quotation needs checking
chunk_016:p0127	0127	842	high-noise	full dense handwritten page; baseline under-captures visible text
chunk_016:p0128	0128	1721	usable	
chunk_016:p0129	0129	1353	usable-with-noise	
chunk_016:p0130	0130	1374	usable-with-noise	
chunk_016:p0131	0131	1911	usable-with-noise	
chunk_016:p0132	0132	1109	usable-with-noise	
chunk_016:p0133	0133	1136	usable-with-noise	
chunk_016:p0134	0134	1007	usable-with-noise	
chunk_016:p0135	0135	1010	usable-with-noise	
chunk_016:p0136	0136	1089	usable-with-noise	
chunk_016:p0137	0137	1094	usable-with-noise	
chunk_016:p0138	0138	1106	usable-with-noise	
chunk_016:p0139	0139	1044	usable-with-noise	
chunk_016:p0140	0140	580	usable-with-noise	
chunk_016:p0141	0141	1850	usable	
chunk_016:p0142	0142	1360	usable-with-noise	
chunk_016:p0143	0143	1461	usable-with-noise	
chunk_016:p0144	0144	504	short-text	
chunk_016:p0145	0145	1886	usable	
chunk_016:p0146	0146	2096	usable-with-noise	
chunk_016:p0147	0147	1494	usable-with-noise	
chunk_016:p0148	0148	1429	usable-with-noise	
chunk_016:p0149	0149	1102	usable-with-noise	
chunk_016:p0150	0150	1624	usable	
chunk_016:p0151	0151	1411	usable-with-noise	
chunk_016:p0152	0152	1455	usable-with-noise	
chunk_016:p0153	0153	1468	usable-with-noise	
chunk_016:p0154	0154	1542	usable-with-noise	
chunk_016:p0155	0155	1432	usable-with-noise	
chunk_016:p0156	0156	1589	usable-with-noise	
chunk_016:p0157	0157	1516	usable-with-noise	
chunk_016:p0158	0158	79	high-noise	mounted hand-drawn regional map with red/black boundary lines plus separate handwritten slip; baseline captures only a tiny textual fragment and misses the map
chunk_016:p0159	0159	127	high-noise	mounted slip/card plus full handwritten manuscript page; baseline captures only a tiny fraction
chunk_016:p0160	0160	1581	usable-with-noise	
chunk_016:p0161	0161	1553	usable-with-noise	
chunk_016:p0162	0162	1450	usable-with-noise	
chunk_016:p0163	0163	1481	usable-with-noise	
chunk_016:p0164	0164	1473	usable-with-noise	
chunk_016:p0165	0165	1449	usable-with-noise	
chunk_016:p0166	0166	1399	usable-with-noise	
chunk_016:p0167	0167	1454	usable-with-noise	
chunk_016:p0168	0168	1544	usable-with-noise	
chunk_016:p0169	0169	1456	usable-with-noise	
chunk_016:p0170	0170	1376	usable-with-noise	
chunk_016:p0171	0171	1454	usable-with-noise	
chunk_016:p0172	0172	1313	usable-with-noise	
chunk_016:p0173	0173	1307	usable-with-noise	
chunk_016:p0174	0174	1417	usable-with-noise	
chunk_016:p0175	0175	1223	usable-with-noise	
chunk_016:p0176	0176	1437	usable-with-noise	
chunk_016:p0177	0177	1391	usable-with-noise	
chunk_016:p0178	0178	1282	usable-with-noise	
chunk_016:p0179	0179	1294	usable-with-noise	
chunk_016:p0180	0180	1343	usable-with-noise	
chunk_016:p0181	0181	1534	usable-with-noise	
chunk_016:p0182	0182	1416	usable-with-noise	
chunk_016:p0183	0183	1346	usable-with-noise	
chunk_016:p0184	0184	1400	usable-with-noise	
chunk_016:p0185	0185	1472	usable-with-noise	
chunk_016:p0186	0186	1651	usable	
chunk_016:p0187	0187	1561	usable-with-noise	
chunk_016:p0188	0188	1492	usable-with-noise	
chunk_016:p0189	0189	941	usable-with-noise	
chunk_016:p0190	0190	1440	usable-with-noise	
chunk_016:p0191	0191	1427	usable-with-noise	
chunk_016:p0192	0192	1433	usable-with-noise	
chunk_016:p0193	0193	1510	usable-with-noise	
chunk_016:p0194	0194	1450	usable-with-noise	
chunk_016:p0195	0195	1142	usable-with-noise	
chunk_016:p0196	0196	1527	usable-with-noise	
chunk_016:p0197	0197	1457	usable-with-noise	
chunk_016:p0198	0198	1387	usable-with-noise	
chunk_016:p0199	0199	1645	usable-with-noise	
chunk_016:p0200	0200	1534	usable-with-noise	
chunk_016:p0201	0201	1567	usable-with-noise	
chunk_016:p0202	0202	1387	usable-with-noise	
chunk_016:p0203	0203	1253	usable-with-noise	
chunk_016:p0204	0204	1569	usable-with-noise	
chunk_016:p0205	0205	1450	usable-with-noise	
chunk_016:p0206	0206	1456	usable-with-noise	
chunk_016:p0207	0207	1394	usable-with-noise	
chunk_016:p0208	0208	2233	usable	
chunk_016:p0209	0209	1590	usable-with-noise	
chunk_016:p0210	0210	2402	usable	
chunk_016:p0211	0211	1695	usable	
chunk_016:p0212	0212	1389	usable-with-noise	
chunk_016:p0213	0213	1318	usable-with-noise	
chunk_016:p0214	0214	416	high-noise	mounted handwritten slips; baseline partial and reading order uncertain
chunk_016:p0215	0215	1936	usable	
chunk_016:p0216	0216	251	short-text	
chunk_016:p0217	0217	826	usable-with-noise	
chunk_016:p0218	0218	1447	usable-with-noise	
chunk_016:p0219	0219	1159	usable-with-noise	
chunk_016:p0220	0220	1418	usable-with-noise	
chunk_016:p0221	0221	1315	usable-with-noise	
chunk_016:p0222	0222	1395	usable-with-noise	
chunk_016:p0223	0223	1392	usable-with-noise	
chunk_016:p0224	0224	1411	usable-with-noise	
chunk_016:p0225	0225	1471	usable-with-noise	
chunk_016:p0226	0226	1297	usable-with-noise	
chunk_016:p0227	0227	1543	usable-with-noise	
chunk_016:p0228	0228	1431	usable-with-noise	
chunk_016:p0229	0229	1483	usable-with-noise	
chunk_016:p0230	0230	1431	usable-with-noise	
chunk_016:p0231	0231	1468	usable-with-noise	
chunk_016:p0232	0232	1430	usable-with-noise	
chunk_016:p0233	0233	1363	usable-with-noise	
chunk_016:p0234	0234	1422	usable-with-noise	
chunk_016:p0235	0235	1446	usable-with-noise	
chunk_016:p0236	0236	1330	usable-with-noise	
chunk_016:p0237	0237	1506	usable-with-noise	
chunk_016:p0238	0238	1483	usable-with-noise	
chunk_016:p0239	0239	1410	usable-with-noise	
chunk_016:p0240	0240	1380	usable-with-noise	
chunk_016:p0241	0241	1389	usable-with-noise	
chunk_016:p0242	0242	1377	usable-with-noise	
chunk_016:p0243	0243	1417	usable-with-noise	
chunk_016:p0244	0244	1396	usable-with-noise	
chunk_016:p0245	0245	1361	usable-with-noise	
chunk_016:p0246	0246	1088	usable-with-noise	
chunk_016:p0247	0247	1515	usable-with-noise	
chunk_016:p0248	0248	1494	usable-with-noise	
chunk_016:p0249	0249	1470	usable-with-noise	
chunk_016:p0250	0250	1435	usable-with-noise	
chunk_016:p0251	0251	1278	usable-with-noise	
chunk_016:p0252	0252	1470	usable-with-noise	
chunk_016:p0253	0253	1570	high-noise	standard manuscript page with severe machine repetition; v3 removed an inline run reported as x2001; exact quotation unsafe
chunk_016:p0254	0254	1499	usable-with-noise	
chunk_016:p0255	0255	1552	usable-with-noise	
chunk_016:p0256	0256	1497	usable-with-noise	
chunk_016:p0257	0257	1466	usable-with-noise	
chunk_016:p0258	0258	1513	usable-with-noise	
chunk_016:p0259	0259	1459	usable-with-noise	
chunk_016:p0260	0260	1460	usable-with-noise	
chunk_016:p0261	0261	1906	usable	
chunk_016:p0262	0262	1431	usable-with-noise	
chunk_016:p0263	0263	1449	usable-with-noise	
chunk_016:p0264	0264	1982	usable	
chunk_016:p0265	0265	1885	usable	
chunk_016:p0266	0266	1495	usable-with-noise	
chunk_016:p0267	0267	1421	usable-with-noise	
chunk_016:p0268	0268	1380	usable-with-noise	
chunk_016:p0269	0269	1305	usable-with-noise	
chunk_016:p0270	0270	1379	usable-with-noise	
chunk_016:p0271	0271	1418	usable-with-noise	
chunk_016:p0272	0272	1217	usable-with-noise	
chunk_016:p0273	0273	1220	usable-with-noise	
chunk_016:p0274	0274	319	short-text	small mounted handwritten note; short substantive text only
chunk_016:p0275	0275	698	high-noise	mounted note plus handwritten page; OCR unstable/mixed-language and incomplete
chunk_016:p0276	0276	0	blank	visually blank/no substantive text
