page	pdf	verification	json_action	note
p0025	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0026	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0027	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0028	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0029	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0030	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0031	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0032	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0033	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0034	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0035	chunk_069__p0001-0040.pdf	checked_against_original_pdf	drop_block	corrected JSON and audit ledger updated
p0036	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0037	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0038	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0039	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0040	chunk_069__p0001-0040.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0041	chunk_069__p0041-0080.pdf	checked_against_original_pdf	drop_block	corrected JSON and audit ledger updated
p0042	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0043	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0044	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0045	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0046	chunk_069__p0041-0080.pdf	checked_against_original_pdf	append_manual_block	corrected JSON and audit ledger updated
p0047	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0048	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0049	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0050	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0051	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0052	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0053	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0054	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0055	chunk_069__p0041-0080.pdf	checked_against_original_pdf	drop_block;drop_block	corrected JSON and audit ledger updated
p0056	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0057	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0058	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0059	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0060	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0061	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0062	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0063	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0064	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0065	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0066	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0067	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0068	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0069	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0070	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0071	chunk_069__p0041-0080.pdf	checked_against_original_pdf	drop_block	corrected JSON and audit ledger updated
p0072	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0073	chunk_069__p0041-0080.pdf	checked_against_original_pdf	append_manual_block	corrected JSON and audit ledger updated
p0074	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0075	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0076	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0077	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0078	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0079	chunk_069__p0041-0080.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0080	chunk_069__p0041-0080.pdf	checked_against_original_pdf	replace_block	corrected JSON and audit ledger updated
p0081	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0082	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0083	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0084	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0085	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0086	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0087	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0088	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0089	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0090	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0091	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0092	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0093	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0094	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0095	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0096	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0097	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0098	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0099	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0100	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0101	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0102	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0103	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0104	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0105	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0106	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0107	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0108	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0109	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0110	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0111	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0112	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0113	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0114	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0115	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0116	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0117	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0118	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0119	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0120	chunk_069__p0081-0120.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0121	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0122	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0123	chunk_069__p0121-0160.pdf	checked_against_original_pdf	append_manual_block	corrected JSON and audit ledger updated
p0124	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0125	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0126	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0127	chunk_069__p0121-0160.pdf	checked_against_original_pdf	append_manual_block	corrected JSON and audit ledger updated
p0128	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0129	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0130	chunk_069__p0121-0160.pdf	checked_against_original_pdf	replace_block	corrected JSON and audit ledger updated
p0131	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0132	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0133	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0134	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0135	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0136	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0137	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0138	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0139	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0140	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0141	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0142	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0143	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0144	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0145	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0146	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0147	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0148	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0149	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0150	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0151	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0152	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0153	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0154	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0155	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0156	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0157	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0158	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0159	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0160	chunk_069__p0121-0160.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0161	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0162	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0163	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0164	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0165	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0166	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0167	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0168	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0169	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0170	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0171	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0172	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0173	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0174	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0175	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0176	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0177	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0178	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0179	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0180	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0181	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0182	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0183	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0184	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0185	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0186	chunk_069__p0161-0200.pdf	checked_against_original_pdf	drop_block	corrected JSON and audit ledger updated
p0187	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0188	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0189	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0190	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0191	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0192	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0193	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0194	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0195	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0196	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0197	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0198	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0199	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0200	chunk_069__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0201	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0202	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0203	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0204	chunk_069__p0201-0214.pdf	checked_against_original_pdf	replace_block	corrected JSON and audit ledger updated
p0205	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0206	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0207	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0208	chunk_069__p0201-0214.pdf	checked_against_original_pdf	replace_block	corrected JSON and audit ledger updated
p0209	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0210	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0211	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0212	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0213	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0214	chunk_069__p0201-0214.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
