page_id	scan_page	baseline_chars	class	notes
chunk_013:p0140	0140	0	blank	visually blank/no substantive text; baseline empty OCR confirmed
chunk_013:p0141	0141	0	false-empty-recovery	baseline empty; envelope plus mounted board of Reformation/Luther notes; substantive text visible
chunk_013:p0142	0142	0	false-empty-recovery	baseline empty; two mounted boards with many handwritten slips; visible anchor 'Ridderspelen als beleving der Feodaltijd'
chunk_013:p0143	0143	2394	usable-with-noise	mixed mounted notes plus printed advertisement for 'Museum der Weltgeschichte'; publisher-produced visual/reference material inserted into note sequence
chunk_013:p0144	0144	358	usable-with-noise	printed portrait 'Martin Luther' after a 1521 Lucas Cranach engraving, paired with a handwritten slip; strong visual-material hit
chunk_013:p0145	0145	3969	usable	clean printed publisher prospectus/advertisement for Hartmann Grisar, Martin Luthers Leben und sein Werk
chunk_013:p0146	0146	2060	usable	clean printed prospectus: Luther-Studien / Luthers Kampfbilder; explicitly advertises Abbildungen, Bilder im Text, Tafeln
chunk_013:p0147	0147	5467	usable	clean printed bibliographical prospectus for Karl Schottenloher, Im Zeitalter der Glaubensspaltung 1517-1585
chunk_013:p0148	0148	2039	usable	continuation of printed bibliographical prospectus; mentions planned historical map and publication format
chunk_013:p0149	0149	0	blank	visually blank/no substantive text; baseline empty OCR confirmed
chunk_013:p0150	0150	1241	usable-with-noise	
chunk_013:p0151	0151	2169	usable-with-noise	
chunk_013:p0152	0152	1462	usable-with-noise	
chunk_013:p0153	0153	0	blank	visually blank/no substantive text; baseline empty OCR confirmed
chunk_013:p0154	0154	787	usable-with-noise	
chunk_013:p0155	0155	1245	usable-with-noise	
chunk_013:p0156	0156	1009	usable-with-noise	
chunk_013:p0157	0157	1430	usable-with-noise	
chunk_013:p0158	0158	918	usable-with-noise	
chunk_013:p0159	0159	1899	usable-with-noise	
chunk_013:p0160	0160	2050	usable-with-noise	
chunk_013:p0161	0161	1346	usable-with-noise	
chunk_013:p0162	0162	1732	usable-with-noise	
chunk_013:p0163	0163	2	minimal-non-substantive	backs/blank sides of mounted slips; only minimal archival numeral '52' visible
chunk_013:p0164	0164	1729	usable-with-noise	
chunk_013:p0165	0165	1114	usable-with-noise	
chunk_013:p0166	0166	0	false-empty-recovery	baseline empty; full faded handwritten manuscript page is present
chunk_013:p0167	0167	866	usable-with-noise	dated lecture notes (1931) on social/political structure and cultural institutions; includes libraries, cabinets, galleries, magazines, museum, art trade
chunk_013:p0168	0168	1595	usable-with-noise	
chunk_013:p0169	0169	1504	usable-with-noise	dated 1932 lecture notes; visual/style cluster includes clothing, representation ('beelding'), Swift-Hogarth, encyclopedism
chunk_013:p0170	0170	771	usable-with-noise	
chunk_013:p0171	0171	780	usable-with-noise	
chunk_013:p0172	0172	1606	usable-with-noise	dated 1939 lecture notes on eighteenth-century intellectual/cultural change and 'soc. beeld'; world-picture framing
chunk_013:p0173	0173	1557	usable-with-noise	
chunk_013:p0174	0174	693	usable-with-noise	lecture notes include engraving/illustration and English furniture/park/Chardin cluster
chunk_013:p0175	0175	1260	usable-with-noise	
chunk_013:p0176	0176	1025	usable-with-noise	
chunk_013:p0177	0177	1188	usable-with-noise	
chunk_013:p0178	0178	1062	usable-with-noise	
chunk_013:p0179	0179	1101	usable-with-noise	
chunk_013:p0180	0180	1286	usable-with-noise	
chunk_013:p0181	0181	1299	usable-with-noise	
chunk_013:p0182	0182	1242	usable-with-noise	
chunk_013:p0183	0183	1608	usable-with-noise	
chunk_013:p0184	0184	1154	usable-with-noise	
chunk_013:p0185	0185	1145	usable-with-noise	
chunk_013:p0186	0186	1300	usable-with-noise	
chunk_013:p0187	0187	994	usable-with-noise	
chunk_013:p0188	0188	1048	usable-with-noise	
chunk_013:p0189	0189	1410	usable-with-noise	
chunk_013:p0190	0190	1299	usable-with-noise	
chunk_013:p0191	0191	1042	usable-with-noise	
chunk_013:p0192	0192	1103	usable-with-noise	
chunk_013:p0193	0193	1034	usable-with-noise	
chunk_013:p0194	0194	1001	usable-with-noise	
chunk_013:p0195	0195	1347	usable-with-noise	
chunk_013:p0196	0196	1330	usable-with-noise	
chunk_013:p0197	0197	1132	usable-with-noise	
chunk_013:p0198	0198	1130	usable-with-noise	
chunk_013:p0199	0199	874	usable-with-noise	uses 'primitief' in chemistry/anthropomorphic substances context; not an anthropology/Malinowski hit
chunk_013:p0200	0200	1295	usable-with-noise	lecture notes explicitly discuss panorama of nature and society, historical world-picture, and images interweaving harmonically
chunk_013:p0201	0201	1078	usable-with-noise	
chunk_013:p0202	0202	862	usable-with-noise	
chunk_013:p0203	0203	0	blank	visually blank/no substantive text; baseline empty OCR confirmed
chunk_013:p0204	0204	1060	usable-with-noise	
chunk_013:p0205	0205	1058	usable-with-noise	
chunk_013:p0206	0206	1164	usable-with-noise	
chunk_013:p0207	0207	1058	usable-with-noise	major core hit: notes on galleries/magazines, printmaking as illustration-decoration-reproduction, art academies, theatre/opera/concert, publicity and instruments
chunk_013:p0208	0208	1077	usable-with-noise	
chunk_013:p0209	0209	1012	usable-with-noise	major core hit: explicitly contrasts production with diffusion; notes visual art not yet absorbed into a 'cultus', République des lettres and expanding public interest
chunk_013:p0210	0210	0	blank	visually blank/no substantive text; baseline empty OCR confirmed
chunk_013:p0211	0211	28	verified-short-text	short heading: 'XVIII e eeuw (ter uitwerken)'
chunk_013:p0212	0212	0	blank	visually blank/no substantive text; baseline empty OCR confirmed
chunk_013:p0213	0213	1039	usable-with-noise	
chunk_013:p0214	0214	0	false-empty-recovery	baseline empty; short handwritten note at upper right; visible anchors include kunstenaars, Würzburg, Neumann, Goldoni, Molière
chunk_013:p0215	0215	0	blank	visually blank/no substantive text; baseline empty OCR confirmed
