page_id	chars	class	packet	flags
p0218	201	usable-with-noise	A4	
p0219	114	high-noise	A4	
p0220	64	short-text	A4	
p0221	380	high-noise	A4	
p0222	474	high-noise	A4	
p0223	393	usable-with-noise	A4	
p0224	447	high-noise	A4	
p0225	218	usable-with-noise	A4	
p0226	71	short-text	A4	
p0227	202	high-noise	A4	
p0228	0	false-empty-recovery	A4	empty_ocr
p0229	361	high-noise	A4	
p0230	541	high-noise	A4	
p0231	165	usable-with-noise	A4	html_scaffolding_removed
p0232	973	high-noise	M4	
p0233	620	high-noise	M4	
p0234	497	high-noise	M4	
p0235	0	false-empty-recovery	M4	empty_ocr
p0236	0	false-empty-recovery	M4	empty_ocr
p0237	426	high-noise	M4	
p0238	827	high-noise	M4	
p0239	599	high-noise	M4	html_scaffolding_removed;ocr_repeat_run_cleaned_v3
p0240	226	high-noise	M4	html_scaffolding_removed
p0241	625	high-noise	M4	html_scaffolding_removed
p0242	0	blank/no-substantive	B2	empty_ocr
p0243	1035	high-noise	M5	
p0244	1259	high-noise	M5	
p0245	345	high-noise	M5	html_scaffolding_removed
p0246	0	blank/no-substantive	B4	empty_ocr
