page_id	chars	class	packet	flags
p0106	914	high-noise	B2	mounted_slip_layout;reading_order_risk
p0107	251	high-noise	B2	mounted_slip_layout;reading_order_risk
p0108	487	high-noise	B2	mounted_slip_layout;reading_order_risk
p0109	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0110	1662	usable-with-noise	B2	
p0111	232	short-text	B2	short_printed_or_clipped_text
p0112	0	short-text	C1	baseline_empty_short_text;rockefeller_stationery
p0113	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0114	700	high-noise	C1	mounted_slip_layout;reading_order_risk;ocr_paragraph_repeat_removed;ocr_repeat_run_cleaned_v3
p0115	319	high-noise	C1	mounted_slip_layout;reading_order_risk
p0116	32	high-noise	C1	mounted_slip_layout;reading_order_risk
p0117	0	short-text	C1	baseline_empty_short_text;rockefeller_stationery
p0118	506	high-noise	C1	mounted_slip_layout;reading_order_risk
p0119	1608	high-noise	C1	mounted_slip_layout;reading_order_risk
p0120	1097	high-noise	C1	mounted_slip_layout;reading_order_risk
p0121	127	high-noise	C1	mounted_slip_layout;reading_order_risk
p0122	0	short-text	C1	baseline_empty_short_text;rockefeller_stationery
p0123	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0124	710	high-noise	C1	mounted_slip_layout;reading_order_risk
p0125	1640	high-noise	C1	mounted_slip_layout;reading_order_risk
p0126	1754	high-noise	C1	mounted_slip_layout;reading_order_risk
p0127	1468	high-noise	C1	mounted_slip_layout;reading_order_risk
p0128	377	high-noise	C1	mounted_slip_layout;reading_order_risk
p0129	1098	high-noise	C1	mounted_slip_layout;reading_order_risk
p0130	783	high-noise	C1	mounted_slip_layout;reading_order_risk
p0131	5725	high-noise	C1	mounted_slip_layout;reading_order_risk;generated_ordinal_sequence_overexpansion;ocr_repetition_cleaned
p0132	126	high-noise	C1	mounted_slip_layout;reading_order_risk
p0133	0	short-text	C1	baseline_empty_short_text;rockefeller_stationery
p0134	811	high-noise	C1	mounted_slip_layout;reading_order_risk
p0135	455	high-noise	C1	mounted_slip_layout;reading_order_risk
p0136	9	high-noise	C1	mounted_slip_layout;reading_order_risk
p0137	0	short-text	C1	baseline_empty_short_text;rockefeller_stationery
p0138	932	high-noise	C1	mounted_slip_layout;reading_order_risk
p0139	834	high-noise	C1	mounted_slip_layout;reading_order_risk
p0140	276	high-noise	C1	mounted_slip_layout;reading_order_risk
p0141	413	high-noise	C1	mounted_slip_layout;reading_order_risk
p0142	0	short-text	C1	baseline_empty_short_text;rockefeller_stationery
p0143	608	high-noise	C1	mounted_slip_layout;reading_order_risk
p0144	1037	high-noise	C1	mounted_slip_layout;reading_order_risk;ocr_repetition_cleaned
p0145	929	high-noise	C1	mounted_slip_layout;reading_order_risk
p0146	376	high-noise	C1	mounted_slip_layout;reading_order_risk
p0147	611	high-noise	C1	mounted_slip_layout;reading_order_risk
p0148	0	short-text	C1	baseline_empty_short_text;rockefeller_stationery
p0149	699	high-noise	C1	mounted_slip_layout;reading_order_risk
p0150	893	high-noise	C1	mounted_slip_layout;reading_order_risk
p0151	1421	high-noise	C1	mounted_slip_layout;reading_order_risk
p0152	1817	high-noise	C1	mounted_slip_layout;reading_order_risk
p0153	913	high-noise	C1	mounted_slip_layout;reading_order_risk
p0154	2155	high-noise	C1	mounted_slip_layout;reading_order_risk;ocr_repetition_cleaned
p0155	1268	high-noise	C1	mounted_slip_layout;reading_order_risk
p0156	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk;diagrammatic_working_slip
p0157	61	short-text	C1	rockefeller_stationery
p0158	990	high-noise	C1	mounted_slip_layout;reading_order_risk
p0159	1059	high-noise	C1	mounted_slip_layout;reading_order_risk;massive_paragraph_repeat_removed;ocr_repeat_run_cleaned_v3;suspiciously_long_text
p0160	8	high-noise	C1	mounted_slip_layout;reading_order_risk;severe_under_capture
p0161	21	high-noise	C1	mounted_slip_layout;reading_order_risk;severe_under_capture
p0162	61	short-text	C1	rockefeller_stationery
p0163	1258	high-noise	C1	mounted_slip_layout;reading_order_risk
p0164	1546	high-noise	C1	mounted_slip_layout;reading_order_risk
p0165	1924	high-noise	C1	mounted_slip_layout;reading_order_risk
p0166	407	high-noise	C1	mounted_slip_layout;reading_order_risk
p0167	357	high-noise	C1	mounted_slip_layout;reading_order_risk
p0168	756	high-noise	C1	mounted_slip_layout;reading_order_risk
p0169	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0170	61	short-text	C1	rockefeller_stationery
p0171	1556	high-noise	C2	mounted_slip_layout;reading_order_risk
p0172	1	high-noise	C2	mounted_slip_layout;reading_order_risk;severe_under_capture
p0173	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0174	986	high-noise	C2	mounted_slip_layout;reading_order_risk
p0175	1155	high-noise	C2	mounted_slip_layout;reading_order_risk
p0176	249	high-noise	C2	mounted_slip_layout;reading_order_risk
p0177	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0178	829	high-noise	C2	mounted_slip_layout;reading_order_risk
p0179	460	high-noise	C2	mounted_slip_layout;reading_order_risk
p0180	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0181	0	short-text	C2	baseline_empty_short_text;faint_archival_label
p0182	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0183	436	high-noise	C2	mounted_slip_layout;reading_order_risk
p0184	94	high-noise	C2	mounted_slip_layout;reading_order_risk
p0185	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0186	0	short-text	C2	baseline_empty_short_text;faint_archival_label
p0187	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0188	271	high-noise	C2	mounted_slip_layout;reading_order_risk
p0189	422	high-noise	C2	mounted_slip_layout;reading_order_risk
p0190	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0191	1010	high-noise	C2	mounted_slip_layout;reading_order_risk
p0192	1183	high-noise	C2	mounted_slip_layout;reading_order_risk
p0193	471	high-noise	C2	mounted_slip_layout;reading_order_risk
p0194	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0195	0	short-text	C2	baseline_empty_short_text;faint_archival_label
p0196	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0197	0	false-empty-recovery	C2	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0198	168	high-noise	C2	mounted_slip_layout;reading_order_risk
p0199	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0200	487	high-noise	C2	mounted_slip_layout;reading_order_risk
p0201	327	high-noise	C2	mounted_slip_layout;reading_order_risk
p0202	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0203	1301	high-noise	C2	mounted_slip_layout;reading_order_risk
p0204	1880	high-noise	C2	mounted_slip_layout;reading_order_risk
p0205	130	high-noise	C2	mounted_slip_layout;reading_order_risk
p0206	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0207	602	high-noise	C2	mounted_slip_layout;reading_order_risk
p0208	1535	high-noise	C2	mounted_slip_layout;reading_order_risk;ocr_repeat_run_cleaned_v3
p0209	1	high-noise	C2	mounted_slip_layout;reading_order_risk;illustrated_layout;severe_under_capture
p0210	25	high-noise	C2	illustrated_layout;severe_under_capture
p0211	15	high-noise	C2	multi_item_layout;severe_under_capture
p0212	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0213	137	high-noise	C2	mounted_slip_layout;reading_order_risk
p0214	159	high-noise	C2	mounted_slip_layout;reading_order_risk
p0215	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0216	68	high-noise	C2	mounted_slip_layout;reading_order_risk
p0217	82	high-noise	C2	mounted_slip_layout;reading_order_risk
p0218	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0219	0	false-empty-recovery	C2	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0220	84	high-noise	C2	mounted_slip_layout;reading_order_risk
p0221	0	blank-no-substantive	C2	baseline_empty_verified_blank
p0222	1766	high-noise	C3	mounted_slip_layout;reading_order_risk
p0223	25	high-noise	C3	mounted_slip_layout;reading_order_risk;multi_item_layout;severe_under_capture
