file	div_title	div_id	page	score	primitive	actors	discipline	relations	places	play	text
huiz003verz02_01.xml	X		265	6	0	0	0	3	0	0	Dezelfde uitgebreide beteekenis heeft het woord Assisia (want zoo wordt de belasting te Haarlem uitdrukkelijk genoemd) te Brugge (dat men anders op 't stuk van belastingen Haarlem vrij wat vooruit zou wanen!), en te Middelburg. De stadsrekening van Brugge over 1288 vermeldt als opbrengst van de accijnzen de som van 25.644 lib. 18 sol. 5 den., verdeeld over de posten: bier, de waag, de leerlooiers, wijn, honig, brood, olie, de vleeschhouwers, de wantsnijders, de wevers, veldvruchten (annonae), de bontwerkers, smeden, bakkers, snijders, schippers, ooftverkoopers, visschers, barbiers en paarden-makelaarsWarnkönig, Flandr. Staats- und Rechtsgesch., I, S. 364. - Ik houd met Warnkönig ‘barbatores’ voor barbiers, al beteekent het woord soms potsemakers of tooneelspelers, zie Ducange, i.v., de Wal, t.a.p., p. 7.. Het Middelburgsche accijnsontwerp van 1325Kluit, Holl. Staatsregering, V, p. 61 v. - Het schijnt, alsof verscheiden posten hier bij de beraadslaging zijn afgestemd; zoo althans verklaart Kluit het ‘non’ en ‘ita’, dat in margine naast de verschillende §§ is bijgeschreven. spreekt van: wijn, bier, brood, vleesch, visch, wol, vachten, hout, huusseelBij het dekken der huizen gebruikt, volgens het Mnl. Wdb., dat slechts uit de Zeeuwsche Rekeningen bewijsplaatsen aanhaalt, misschien bindtouw, of teenen., turf, huiden, leer, laken, bont, oude kleeren en bedden, ijzer, staal, kaas, boter, kramerijen, koren, look, ajuin, asch, lijnzaad, vee, mout, schoenen, haring, ooft, weede, eieren, voorts van rechten op den verkoop van land of huizen, op de verhuring van schepen, op renten, op het bedrijf van volders en wagenaars.
huiz003verz02_01.xml	X		267	6	0	0	0	3	0	0	Uitvoerig wordt de bestemming van den accijns geschilderd in het beklag van de stad Utrecht bij den paus over bisschop Jan van Zirik in 1298: ‘Preterea ex abrupto cives predicte civitatis et incolas moneri fecistis sub pena excommunicacionis et demandastis, ne collectam assijs vulgariter nuncupatam exsolverent, ac scabinos et consules ne eandem exigerent vel reciperent ab eisdem, cum tamen ipsa assijs de communi consensu ipsorum concivium instituta de mercaturis eorum de consuetudine inveterata et hactenus observata pacifice et quiete est collecta, de qua opera publica, fossata videlicet et muri ad eandem civitatem muniendam, construi, platee confici et refici, et alia opera communia et necessaria et expense civitatis fieri consueverunt’Muller, Rechtsbr. v. Utr., I, p. 35. Het is een jaar na de bul Clericis laicos; Bonifacius VIII was voor een klacht, die zoo na de betwiste immuniteit der geestelijken raakte, zeker niet de rechte man..
huiz003verz02_01.xml	XI		272	6	1	0	0	0	0	0	Verder blijkt, dat ook Zeeland reeds uitvoerde, maar, zooals het bedrag van den accijns aanwijst, van een mindere hoedanigheidDat de ‘pulcher pannus’ ook uit Vlaanderen of Brabant komt, spreekt vanzelf. Wilde men een oogenblik aannemen, dat er Haarlemsch fabricaat mee was bedoeld, dan zou het bedrag van den accijns, hier hooger dan op de geïmporteerde soorten, onverklaarbaar zijn; bovendien, de drapenier koopt niet, doch laat vervaardigen. - Voor Zelandia meen ik in het origineel Zalandia te lezen, doch zonder twijfel is Zeeland, niet Salland bedoeld..
huiz003verz02_01.xml	XI		272	6	1	0	0	0	0	0	Dat de ‘pulcher pannus’ ook uit Vlaanderen of Brabant komt, spreekt vanzelf. Wilde men een oogenblik aannemen, dat er Haarlemsch fabricaat mee was bedoeld, dan zou het bedrag van den accijns, hier hooger dan op de geïmporteerde soorten, onverklaarbaar zijn; bovendien, de drapenier koopt niet, doch laat vervaardigen. - Voor Zelandia meen ik in het origineel Zalandia te lezen, doch zonder twijfel is Zeeland, niet Salland bedoeld.
huiz003verz02_01.xml	XI		272	6	0	0	0	3	0	0	Verkocht die koopman enkel laken? Zeker is het laken altijd de voornaamste waar geweest in den Middeleeuwschen echten handel. Von Below is zoo ver gegaan, te beweren, dat de koopmansgilden eigenlijk niet veel meer dan wantsnijdersgilden zijn geweest: ‘Die Kaufmannsgilden der mittelalterlichen Städte sind in der Hauptsache Gilden der Gewandschneider, d.h. der Detaillisten im Tuchhandel, und der Krämer, also Gilden von Kleinhändlern’; ‘der Gewandschneider wird oft als Kaufmann, mercator schlechthin, die Gewandschneidergilde als die Kaufmannsgilde schlechthin bezeichnet’Jahrb. f. Nat. Oek., 75, S. 14, 23; vgl. 15, 17. Terecht heeft Von Below de overdreven voorstellingen omtrent den Middeleeuwschen groothandel tot een juiste maat teruggebracht; die zoogenaamde groothandelaars zijn dat van een modern standpunt slechts ten deele; hun voornaamste bedrijf, het wantsnijden is in zijn wezen kleinhandel. Door evenwel deze verhouding zoo uit te drukken, dat de koopmansgilden eigenlijk slechts wantsnijdersgilden zijn geweest, miskent Von Below de verscheidenheid van waren in het Middeleeuwsche koopmansbedrijf. Wanneer de koopmansgilden inderdaad niet anders waren geweest, zouden juist al de bepalingen, dat het wantsnijden slechts aan het koopmansgild toekomt, moeilijk te begrijpen zijn. Zoo althans het Dordtsche stuk van 1201: ‘Quod nullis infra Durdreth liceat pannos ad venditionem incidere nisi illis, qui ab hoc officio denominati sunt, eo quod pannorum incisores appellati sunt, et nisi in fraternitate et ansa sint oppidanorum ad Durdreth attinentium’Hans. Urkb., I, no. 57; bij Van den Bergh, Oorkb., I, no. 181 gebrekkig..
huiz003verz02_01.xml	XI		276	6	0	0	0	3	0	0	Keurboek, p. 55. Evenals te Yperen, Dortmund, Bremen was het stadhuis tegelijk lakenhal, zie Keurboek, p. 87. De halle, die de stad volgens de Rekeningen der grafelijkheid, II, p. 228 van den graaf in erfpacht houdt, is waarschijnlijk het vleeschhuis, waarvan de keur van 1385 (Keurboek, p. 25) spreekt; evenzoo een ‘cocghuus’, Rek. p. 237. De marktgebouwen werden steeds door den heer der stad verstrekt. Keutgen, Aemter und Zünfte, S. 139; Hans. Gesch. bl., 1901, S. 82; Rietschel, Markt und Stadt, S. 139; vgl. het oude en nieuwe wanthuis te Delft, Hamaker, Rekeningen, I, p. 39, 189; de overdracht van 's graven rechten op het vleeschhuis (in domo macelli) Oorkb., II, no. 519, het verlof aan Delft om een broodhuis en vleeschhuis te bouwen, Oorkb., II, no. 919; over verkoophallen te Utrecht: S. Muller, Schetsen uit de Middeleeuwen, p. 95.
huiz003verz02_01.xml	XII		278	6	0	0	0	2	1	0	In de XIVde eeuw was het Haarlemsche bier een belangrijk uitvoerartikel; de keuren bevatten o.a. de bepaling, dat geen bierschipper te Gouda den anderen mag voorbijvaren, en menige verordening tegen het verontreinigen van het SpaarneKeurboek, p. 52, 53, 59, 67.. Evenals de lakenhandelaars behoorden somtijds ook de brouwers tot het patriciaatVgl. Von Below, Jahrb. f. Nat. Oek., 75, S. 23.; indien Simon van Saenden Gheritss., die in 1398 als ‘tarwe ende biercooper’ wordt vermeld onder de ‘ambachtslude die geordonneert sijn ter Vriescher reyse’ tot het bekende geslacht van dien naam behoort, (waarin de naam Simon zeer gewoon is) waren ook te Haarlem de patriciërs wel brouwersVan Mieris, III, p. 682. De Rekeningen der grafelijkheid vermelden meer Saenden's als handelaars..
huiz003verz02_01.xml	XII		278	6	0	0	0	3	0	0	De kramer is evenwel meer dan een kleine slijter alleen. Hij voert zelf in, evenals de wantsnijder, en drijft, als het te pas komt, groothandelVon Below, Jahrb. f. Nat. Oek., 75, S. 33.. Het monopolie was tusschen deze beide klassen van handelaars niet altijd goed afgebakend en gescheiden; moeilijkheden tusschen wantsnijders en kramers bleven niet uitKeutgen, a.a. O., S. 81; Doren, Kaufmannsgilden, S. 115. De Haarlemsche drapeniers mogen alles verkoopen, wat men bij de el uitmeet, uitgenomen datgene ‘dat die comenscoren begrepen hebben’, Keurboek, p. 142.. Te Haarlem schijnt nog in de XIVde eeuw de handel zeer weinig gespecialiseerd te zijn geweest. Wat in 1345 aan den graaf wordt geleverd door ‘Dieric den cramer’ van Haarlem, behoort tot de echte kramerswaren: lederen halsters, gordels, allerhande malen groot en klein, handschoenen, riemen enz. Ook de tafellakens en dwalen, die Ysebrant de marseman van Haarlem levert, behooren steeds onder de kramerij. De Haarlemsche kramers verhandelen echter nog meer: Simon Coman van Haarlem levert bokking, Willem de cramer en coman Voppe schouders en hammen, Jan Jacobs zoon van Haarlem niet enkel tafellakens, maar evengoed 24 last bokking voor 8 pond Hollandsch per last, 946 vaten hoppen bier en 2 stukken Rijnschen wijn. Willem de cramer huurt zelf een schip, om de ham in Friesland te gaan koopenHamaker, Rekeningen, II, p. 551, 544, 549, 550, 551, 415, 543, 416, 419, 420.; van Jan Jacobs, poorter van Haarlem, hebben wij een vrijgeleide van 1324, waaruit blijkt, dat hij zelf naar vreemde landen placht te varen om het koopmansbedrijf uit te oefenenRegister EL 39, fo. 10 ('s Rijks Arch. in N. Holl.).. Ook de zoutverkoop was te Haarlem in handen der kramersKeur van het St. Nicolaasgild, 1493, Keurboek, p. 134..
huiz003verz02_01.xml	XII		282	6	1	0	0	0	0	0	Het ontbreken van elke aanwijzing omtrent eenige specialiseering van de verschillende takken van den handel is niet het minst belangrijke, wat de accijnsbrief oplevert. Gecombineerd met de positieve gegevens, die hieromtrent uit de rekeningen der grafelijkheid te putten zijn, geeft het ons reden, juist in dat algemeen karakter van het Haarlemsche koopmansbedrijf een primitieven trek te zien, die ons Haarlem economisch nog in een weinig ontwikkeld stadium toont. Van denzelfden negatieven aard en een dergelijke strekking is datgene, wat onze bron omtrent de handwerken bevat en niet bevat.
huiz003verz02_01.xml	XII		284	6	0	0	0	3	0	0	In de regeling van het handwerk ten opzichte van de markt van overheidswege ziet Keutgen den oorsprong der handwerksgildenKeutgen, Aemter und Zünfte, S. 133-233.. Volgens hem zou het stadsbestuur ter wille van een gemakkelijke controle de handwerkers in groepen hebben verdeeld, en uit deze officieele groepeering zouden de ambachten (Aemter) zijn voortgekomen. Zeker heeft Keutgen de verhouding van de handwerkers tot het openbaar gezag in een helder licht gesteld. Of hij zijn stelling bewezen heeft, is een andere vraag. Von Below heeft er zich tegen uitgesproken, en een nadere weerlegging aangekondigdVon Below, Hist. Vierteljahrschr., 7, S. 553. - Wat Von Below, Wörterbuch der Volkswirtschaft, II, S. 977 zegt: ‘Zwischen Zunft, Gilde, Amt, Innung, Brüderschaft besteht kein anderer Unterschied als der des Namens,’ gaat in het algemeen zeker op. Bij het onderzoek evenwel naar het ontstaan van die instellingen moet men de etymologie der woorden geen oogenblik uit het oog verliezen. Elk stamt uit een bijzondere sfeer, elk duidt de vereeniging onder een bepaald aspect aan, en het is de vraag, of het oorspronkelijk verschil van beteekenis in het gebruik overal geheel is uitgewischt. Gilde heeft een heidensch-religieus karakter, ook duidt het zeker een vrije, geen door de overheid gelaste vereeniging aan (vgl. Hegel, Städte und Gilden, 1, 4-11; Kluge, Etymologisches Wörterbuch, i.v.; ‘gilde drinken’, Vander Linden, Gildes marchandes, p. 10; Oorkb., I, no. 102, de plaats over den ketter Tanchelmus: ‘fraternitatem quandam, quam gilda vulgo appellant’). Fraternitas, caritas stamt uit een christelijke sfeer; ambacht (dat niet, zooals Vander Linden, l.c., p. 98, zegt, in Holland geheel door gilde is verdrongen) is een officieel begrip; Zunft een sociaal, Innung en Nering een economisch.. Uit de Haarlemsche bronnen valt in dezen niets op te maken, en wanneer er een opmerking te maken was, zou het voorzichtig zijn, die te bewaren, totdat het laatste woord in deze moeilijke kwestie gesproken is.
huiz003verz02_01.xml	XIII		285	6	0	0	0	3	0	0	Het zijn daarom de moedersteden, betrekkelijk gering in aantal, die als zoovele haarden van beschaving een bijzonder historisch belang inboezemen: Maagdeburg en Lübeck voor Oost- en Noord-DuitschlandMaagdeburg, gelijk bekend is, zelfs voor Polen, Bohemen en Hongarije, zie Schröder, Rechtsgeschichte3, S. 669. Lübeck's recht was weer aan Soest ontleend: ib., S. 670., Freiburg voor het Zuiden, Rouaan voor Normandië en Zuidwest-Frankrijk, Beaumont in het Argonnerwoud voor Champagne en LotharingenLuchaire, Les Communes françaises, p. 136 s..
huiz003verz02_01.xml	XIII		285	6	0	0	0	3	0	0	Maagdeburg, gelijk bekend is, zelfs voor Polen, Bohemen en Hongarije, zie Schröder, Rechtsgeschichte3, S. 669. Lübeck's recht was weer aan Soest ontleend: ib., S. 670.
huiz003verz02_01.xml	XIII		287	6	0	0	0	3	0	0	Pols, t.a.p., p. XVII-XX. De schrijver wijst erop, dat in de handschriften meestal naast de stedelijke handvesten ook de landrechten staan, zoodat deze blijkbaar beschouwd werden als van toepassing gebleven, niettegenstaande de verheffing tot stad (p. CLXVI). Overigens was ook het Kennemer landrecht in West-Friesland slechts formeel ingevoerd; het werkelijke recht week af (p. XXI).
huiz003verz02_01.xml	XIII		287	6	0	0	0	3	0	0	Ten deele gaat het Haarlemsche recht over in de Amsterdamsche en Gooische stadrechtenPols, Versl. en Med. O. Vaderl. Rechtsbronnen, I, p. 34. In hoeverre bij het opmaken van de charters van 's Gravenzande (1246, Oorkb., I, no. 421) en van Vlaardingen (1273, Oorkb., II, no. 249) van het Delftsche gebruik is gemaakt, valt moeilijk te beslissen. De meeste bepalingen van het Vlaardingsche stuk komen te Delft voor..
huiz003verz02_01.xml	XIII		292	6	0	0	0	3	0	0	Brab. Y., I, Cod. p. 638. Dit stuk regelt hoofdzakelijk het recht van 't Ingebod, waarover beneden meer. Het volgende, ook van 1234 (ib., p. 639, 640), behandelt een belastingkwestie, vervolgens handvesten over de stedelijke almende (p. 641), over erfrecht (p. 657) enz. (p. 664, 730, 773).
huiz003verz02_01.xml	XIII		299	6	0	0	0	2	1	0	Over de zeven getuigen, die vereischt worden om dit feit te bewijzen zie men: Pols, Westfr. Stadr., I, p. CXV; Noordewier, Ned. Regtsoudh., p. 281; Schröder, Rechtsgesch.3, S. 354. Een voorbeeld Hans. Urkb., I, no. 85. Philips van Leiden, Cura reip., LXX, 6, die dit bewijs ‘impossibilis... et contra honestatem’ acht: ‘- quis enim talia facinora agit in publico?’, weet blijkbaar niet meer, dat de zeven alleen het ‘geruft’, het weeklagen met gescheurde kleederen en fladderende haren, behoefden te getuigen. Dit is vreemd, want hij vervolgt zelf: ‘Et ista statuta sive privilegia videntur processisse ex libris Machometi, qui ad actum venereum mirabiliter allicit ipsum venerantes. De lege tamen Mosaica, nisi puella violata existens in civitate clamasset, violans non tenebatur’.
huiz003verz02_01.xml	XIII		308-309	6	0	0	0	3	0	0	I Leuvensch recht. II 's Hertogenbosch 1330. III Haarlem 1245. IV Delft 1246. Recht van 1211: 10. Cum alius alium super hereditate traxerit in causam, et ille qui convenitur, primo citatur et non comparet: secundo est citandus. Si vero tunc non venerit: tertio citabitur. Et si tunc venerit: tenebitur iudici ante litis ingressum satisfacere, persolvens duos solidos de utroque excessu. Si vero tertio citatus non venerit: cadit a causa et hereditas illa adiudicatur conquerenti. Sed si conquerens prima vel secunda vel tertia die citationis non comparuerit: penitus cadit a causa. (Vgl. Incourt II). 12. Cum vero aliquis super hereditate aliqua ad iudicium citatus prima die sibi prefixa in iudicio non comparuerit, citandus est secundo, et si secundo non comparuerit, tertio citabitur; et si tunc non‘Non’ moest weggelaten zijn. venerit, tenebitur satisfacere iudici de utroque excessu, persolvendo ipsi duos solidos Hollandenses. Si vero tertio non venerit, cadit citatus a causa et hereditas super qua tractus est in causam ipsi abiudicatur, si autem conquerens aliqua die citationis non comparuerit, cadit penitus a causa. 12. Cum vero aliquis super hereditate aliqua ad iudicium citatus, prima die sibi prefixa non comparuerit, citandus est secundo, et si secundo non comparuerit, citatur tercio, et si tunc non‘Non’ moest weggelaten zijn. venerit, tenetur de utroque excessu villico solvere quatuor sol., scilicet de quolibet duos. Si vero tercio non venerit, cadit citatus a causa et hereditas, pro qua citatus fuit, ipsi citato abiudicabitur. Recht van 1211: 11. Cum quis fuerit praestiturus iuramentum super re pecuniali: poterit amittere, si verbotenus male iuraverit, vel contra ius statutum venerit. Quod si super hereditate iurare debeat: primo vel secundo iuramento cadere non poterit; si vero tertio male iuraverit, penitus hereditas ei abiudicatur et conquerenti adiudicabitur. Et quotiens male iuraverit: totiens iudici satisvaciet, totiens eidem duos solidos persoluturus... 5. So wie sueren sal van gheldeliken saken, die mach vervallen van dier zaken ende die verliesen, sueert hi qualike ende sinen stever niet enne volght. Mer sal hi sueren op erve, in den iersten ende in anderen sweren en mach hi niet vervallen; mer eest dat hi dordewerf die maniere des eits niet en helt, ende qualike sueert, so vervalt hi van der saken, ende derve daer hi af suoer, wort hem ontwijst ende toeghewijst den claegher. Ende also dicke alse hi qualiken suoer, so sal hi gheven den richter twe scillinghe ter beternesse. 13. Cum quis debet iurare de re pecuniali, poterit cadere a causa et amittere, si verbotenus male iuraverit vel contra modum iurandi venerit. Si vero super hereditate iurare debeat, in primo vel secundo iuramento cadere non poterit. Si tertio iurans debitum iurandi excesserit et male iuraverit, cadit a causa et hereditas super qua tractus est in causamHandv.: in curiam. ipsi abiudicatur et adiudicatur conquerenti; et quotiens male iuraverit, tociens satisfaciet iudici, tociens duos solidos Hollandenses persolvendo eidem. 13. Cum quis debet iurare de re pecuniali, poterit cadere a causa et causam amittere, si verbotenus male iuraverit, vel contra modum iurandi venerit. Si vero oppidanus super hereditate iurare debeat, in primo vel in secundo iuramento cadere non potest; sed tercio si modum iurandi excesserit et male iuraverit, cadit a causa, et hereditas super qua tractus fuit in causam ipsi abiudicabitur et adiudicabitur conquerenti, et quociens male iuraverit, tociens solvet villico duos sol. et oppido duos. Incourt: 21. Item in villa praedicta sint in anno tres generales placiti, et per istos sunt omnes alii enbanniti, primum proxima feria quarta post epiphaniam, secundum feria quarta post octavas Paschae; tertium proxima quarta feria post festum beati Johannis Baptistae; et in praedictis tribus placitis debet villicus scabinis et fortarioLees: forestario. panem et lardum et pisam et cervisiam. 6. Voert sijn gheset in de stat van den Bosch drie jaerghedinghe, dirste tsmaendaechs na dertiendach, dander smaendaechs na beloken paesschen, terde smaendaechs na de gheboerte sinte Jans Baptiste, ende in elken van desen drien jaerghedinghen sal de scouthejt sculdech sijn den scepenen teten te gheven, ende haer gruyt oec te gheven, ende dese jaerghedinghe sal men cont doen in de kerke. 14. Preterea in eodem oppido constituta sunt tria iudicia annualia; primum proxima feria tercia post Epiphaniam; secundum post octavam Pasche secunda feria; tercium feria secunda post festum Johannis Babtiste. Que ad hoc sunt instituta, ut quilibet oppidanus existens in possessione alicuius hereditatis, in quolibet predictorum iudiciorum compareat, et ibidem super hereditate, 14. Insuper in oppido de Delf tria sunt constituta iudicia annua; primum proxima feria tercia post epiphaniam; secundum proxima feria tercia post octabas pasche; tertiam feria tercia post octabas Johannis; que ad hoc sunt instituta, ut quilibet oppidanus, possidens aliquam hereditatem, compareat in quolibet istorum trium iudiciorum, ut conveniatur, si sit qui ipsum
huiz003verz02_01.xml	XIII		310-311	6	0	0	0	3	0	0	I Leuvensch recht. III 's Hertogenbosch 1330. III Haarlem 1245. IV Delft 1246. Ad praedicta placita debent interesse omnes oppidani. si sit qui inpetat conveniatur: si vero non conveniatur, ipse postmodum iuxta sentenciam scabinorum quiete hereditatem suam possideat, et dicta iudicia in ecclesia sunt indicenda: quieta vero hereditatis possessio non poterit confirmari et probari nisi per scabinos vel iuratos. impetat super hereditate. Si vero non conveniatur in aliquo dictorum trium iudiciorum, ipse postmodum secundum iudicium scabinorum quiete hereditatem prefatam optinebit; et dicta iudicia in ecclesia sunt indicenda. Quieta vero hereditatis possessio non poterit confirmari et perfecte approbari, nisi per scabinos vel iuratos. La Hulpe: 19. In villa de Hulpe nemo habet placita generalia nisi dominus dux: horum habet tria, primum proxima tertia feria post Epiphaniam domini, secundum feria tertia post octavam Paschae; tertium feria tertia post nativitatem Johannis Baptistae, et per haec tria omnia alia sunt edicta. His autem tribus placitis generalibus debent interesse omnes censuarii ducis de allodio de Hulpe, et si quis abfuerit, debet duci duos solidos. ...Si quis in his tribus generalibus placitis comparuerit et ab alio super quacumque re tractus in causam fuerit, in continenti debet stare iuri. In his etiam villicus debet scabinis et forestariis panem et cerevisiam, pisas et lardum. Recht van 1211: 4. Si lis oritur in urbe, et iudex superveniens pacem ducis indixerit, et alter litigantium pacem violaverit: mulctabitur 100. solidis, si per scabinos convictus fuerit. Pax autem debet indici a iudice proprio per duas hebdomadas; et illis transactis per alias duas hebdomadas; et tertio per totum mensem; quarto vero per annum et unum diem, et ita usque ad tres annos et tres dies. Si autem pacem indictam violaverit: is cum omni possessione sua erit in potestate ducis, si per scabinos convictus fuerit. 15. Si lis oriatur in oppido et iudex supervenerit et pacem comitis per duas ebdomadas servandam indixerit et reservata fuerit et iterum per duas ebdomadas et tercio per duas ebdomadas et quarto per annum et unum diem et quinto per annum et unum diem et sexto per annum et unum diem iudex pacem comitis servari preceperit et alter litigantium vel ambo contra preceptum iudicis venerint, solvet comiti decem libras. Quilibet treugas frangens solvet comiti decem libras, leso decem libras vel manum perdit, ita si per scabinos duos vel per plures convictus fuerit. 15. Verum si lis oriatur in oppido et villicus supervenerit et pacem comitis per duas ebdomadas servari preceperit et servata fuerit, et secundo per duas ebdomadas, et tercio per duas ebdomadas, quarto vero per annum et unum diem, quinto per annum et unum diem et sexto per annum et unum diem villicus pacem comitis servari preceperit, et alter litigantium contra hoc preceptum venerit, solvet mihi x lib., oppido unam lib. Si ambo hoc preceptum fregerint, quilibet eorum solvet mihi x lib., et uterque eorum oppido unam lib. Qui treugas infra libertatem fregerit, solvet mihi x lib., leso x lib. et manu privabitur; oppido quoque solvet duas lib., si de hoc per scabinos fuerit convictus. Incourt: 23. Si lis orta fuerit in urbe, index pacem a partibus petet, et altera partium pacem negaverit vel treugas, xlv solidos solvet et iudicetLees indicet. iudex treugas comitis, et durabunt xv die-
huiz003verz02_01.xml	XIII		312-313	6	0	0	0	3	0	0	I Leuvensch recht. II 's Hertogenbosch 1330. III Haarlem 1245. IV Delft 1246. bus, et innovabit iudex illis completis iterum xv diebus, et tertio similiter, et postea percipiet treugas servari per annum et diem, et iterum per annum et diem et tertio tantumdem; et si quis illas treugas violaverit, vita et omnis possessio eius erit in potestate ducis. La Hulpe 17 = Incourt, doch: treugas ducis. Recht van 1211: 6. Si quis alium acuto instrumento vulneraverit, et per scabinos convictus fuerit: 10 talias duci persolvet, vel manu privabitur. 7. So wie den anderen met scerpen wapenen ofte met scerpen ghetouwe wondt, die sal gheven tien pont ofte hant verliesen, eest dat hi daer af met wittachtigher orconden wort bedraghen. 16. Si quis alium instrumento acuto vulneraverit, et super hoc per duos scabinos vel per plures convictus fuerit, decem libras mihi persolvet et leso decem libras vel manu privabitur. 16. Si quis aliquem infra libertatem cum morthwapene wulneraverit, si per duos scabinos inde convictus fuerit, solvet mihi x lib., leso unam et oppido unam et manu privabitur. Recht van 1211: 7. Item si alius alium in domo sua requisierit, et ibi vulneraverit, et per scabinos convictus fuerit: 45 solidos et 10 talias persolvet, vel manus eius amputabitur, et quilibet complicum suorum 40 solidos persolvet. (Vgl. Incourt 8; La Hulpe 18). 8. So wie bi hem selven oft bi ander lude iemant binnen sire woeninghe aneverde, ende hine doet sleet, hi die doetslagher met allen sinen medeplichteren, die met hem daer sijn, werden si bedraghen met wittachtighen orconden, so solen si sijn in onser moghentheyt. Eest dat sake dat dese dootslagher, overmids hem selven oft enen anderen iemande binnen sire woeninghen wondt niet nochtan ter doet, die ondadighe sal ghelden ons ofte onsen nacomelinghen tien pont, ende enieghelijc van sinen medeplichteren sal ghelden vive ende viertich scillinghe, werden si daer af met wittachtighen orconden bedraghen. 17. Preterea si quis alium infra mansionem suam per se etVdB.: vel. per plures inpetierit et eum occiderit, ipse grassator cum omnibus suis complicibus ibidem existentibus, si convictus fuerit per duos scabinos, erit in potestate mea vel meorum successorum, mee iuriditionis dominium possidentium. Si vero grassator aliquem infra mansionem suam vulneraverit per se vel per alios, non tamen ad mortem, grassator decem libras, et quilibet complicum suorum quadraginta quinque solidos Hollandenses mihi vel meis successoribus persolvent, leso vero secundum iudicium scabinorum emendabit, si super hoc per scabinos duos fuerint convicti. Si quis in domum aliquam dominum domus quesierit, emendabit eidem decem librisVdB.: libras. et mihi decem librisVdB.: libras.. Si alium quam dominum domus ad aliquam domum quesierit, quesitor emendabit domino domus decem librisVdB.: libras., quesito decem librisVdB.: libras. et 17. Preterea si quis aliquem infra mansionem solus vel cum pluribus quesierit et eundem ibidem occiderit, ille malefactor, cum omnibus in dicto malefacto et universis bonis sibi assistentibus, in mea erunt gratia et potestate. Si quis vero aliquem infra mansionem suam vulneraverit solus vel cum pluribus amicis suis et non ad mortem, malefactor solvet mihi x lib., oppido unam libram, leso secundum arbitrium scabinorum emendabit. Quilibet vero complicum suorum solvet mihi xvl solidos, oppido x sol., leso vero secundum scabinorum (sic) emendabit. Si quis dominum domus in domo quesierit, dabit questio x lib., mihi x, oppido unam lib., si hoc fiat manu armata et hoc pugnante, et si de hoc per duos scabinos convincatur. (Si quis aliquem) ad domum alterius quesierit, quesitor emendabit mihi x lib., domino domus x lib.,
