page_id	chars	class	packet	flags
p0036	837	high-noise	A1	mounted_slip_layout;reading_order_risk
p0037	690	high-noise	A1	mounted_slip_layout;reading_order_risk;mixed_script_semantic_hallucination
p0038	0	false-empty-recovery	A1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0039	750	high-noise	A1	mounted_slip_layout;reading_order_risk
p0040	0	blank-no-substantive	A1	baseline_empty_verified_blank
p0041	632	high-noise	A2	mounted_slip_layout;reading_order_risk
p0042	1029	high-noise	A2	mounted_slip_layout;reading_order_risk
p0043	0	false-empty-recovery	A2	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0044	0	false-empty-recovery	A2	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0045	1712	high-noise	A2	mounted_slip_layout;reading_order_risk
p0046	3060	high-noise	A2	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0047	433	high-noise	A2	mounted_slip_layout;reading_order_risk
p0048	648	high-noise	A2	mounted_slip_layout;reading_order_risk
p0049	1269	high-noise	A2	mounted_slip_layout;reading_order_risk
p0050	198	high-noise	A2	mounted_slip_layout;reading_order_risk
p0051	1351	high-noise	A2	mounted_slip_layout;reading_order_risk
p0052	3188	high-noise	A2	mounted_slip_layout;reading_order_risk
p0053	315	high-noise	A2	mounted_slip_layout;reading_order_risk
p0054	1327	high-noise	A2	mounted_slip_layout;reading_order_risk
p0055	511	high-noise	A2	mounted_slip_layout;reading_order_risk;mixed_script_semantic_hallucination
p0056	1808	high-noise	A2	mounted_slip_layout;reading_order_risk
p0057	390	high-noise	A2	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0058	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0059	321	high-noise	A2	mounted_slip_layout;reading_order_risk
p0060	1093	high-noise	A2	mounted_slip_layout;reading_order_risk
p0061	1971	usable-with-noise	A2	handwritten_ocr_noise
p0062	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0063	1085	usable-with-noise	A2	handwritten_ocr_noise
p0064	955	usable-with-noise	A2	handwritten_ocr_noise
p0065	92	high-noise	A2	severe_under_capture
p0066	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0067	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0068	699	high-noise	A2	mounted_slip_layout;reading_order_risk
p0069	1281	high-noise	A2	mounted_slip_layout;reading_order_risk
p0070	211	high-noise	A2	mounted_slip_layout;reading_order_risk
p0071	714	high-noise	A2	mounted_slip_layout;reading_order_risk
p0072	1306	usable-with-noise	A2	handwritten_ocr_noise
p0073	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0074	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0075	292	high-noise	A2	mounted_slip_layout;reading_order_risk
p0076	190	high-noise	A2	mounted_slip_layout;reading_order_risk
p0077	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0078	390	high-noise	A2	mounted_slip_layout;reading_order_risk
p0079	215	high-noise	A2	mounted_slip_layout;reading_order_risk;semantic_hallucination_repetitive_spanish_prose
p0080	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0081	462	high-noise	B1	mounted_slip_layout;reading_order_risk
p0082	1092	high-noise	B1	mounted_slip_layout;reading_order_risk
p0083	581	high-noise	B1	mounted_slip_layout;reading_order_risk
p0084	0	blank-no-substantive	B1	baseline_empty_verified_blank
p0085	987	high-noise	B1	mounted_slip_layout;reading_order_risk
p0086	1160	high-noise	B1	mounted_slip_layout;reading_order_risk
p0087	723	high-noise	B1	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0088	405	high-noise	B1	mounted_slip_layout;reading_order_risk
p0089	0	blank-no-substantive	B1	baseline_empty_verified_blank
p0090	47	high-noise	B1	mounted_slip_layout;reading_order_risk;severe_under_capture
p0091	0	short-text	B1	baseline_empty_short_text;short_handwritten_slip
p0092	69	short-text	B1	rockefeller_stationery
p0093	756	high-noise	B1	mounted_slip_layout;reading_order_risk;semantic_hallucination_Beijing_intrusion
p0094	748	high-noise	B1	mounted_slip_layout;reading_order_risk;semantic_hallucination_conversational_intrusion
p0095	72	high-noise	B1	mounted_slip_layout;reading_order_risk;severe_under_capture
p0096	0	short-text	B1	rockefeller_stationery;baseline_empty_short_text
p0097	1147	high-noise	B1	mounted_slip_layout;reading_order_risk
p0098	913	high-noise	B1	mounted_slip_layout;reading_order_risk
p0099	354	high-noise	B1	mounted_slip_layout;reading_order_risk
p0100	0	false-empty-recovery	B1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0101	267	usable-with-noise	B1	handwritten_ocr_noise
p0102	132	usable-with-noise	B1	handwritten_ocr_noise
p0103	15	high-noise	B1	severe_under_capture
p0104	681	usable-with-noise	B1	handwritten_ocr_noise
p0105	567	usable-with-noise	B1	handwritten_ocr_noise
p0106	2022	usable-with-noise	B1	handwritten_ocr_noise
p0107	394	high-noise	B1	mounted_slip_layout;reading_order_risk
p0108	8425	high-noise	B1	mounted_slip_layout;reading_order_risk;suspiciously_long_for_layout;asterisk_run_overgeneration
p0109	949	high-noise	B1	mounted_slip_layout;reading_order_risk
p0110	2108	high-noise	B1	mounted_slip_layout;reading_order_risk
p0111	497	high-noise	B1	mounted_slip_layout;reading_order_risk
p0112	3046	high-noise	B1	mounted_slip_layout;reading_order_risk;ocr_char_run_removed;semantic_overgeneration
p0113	2313	usable-with-noise	B1	handwritten_ocr_noise
p0114	2102	usable-with-noise	B1	handwritten_ocr_noise
p0115	2008	usable-with-noise	B1	handwritten_ocr_noise
p0116	187	usable-with-noise	B1	handwritten_ocr_noise
p0117	1987	usable-with-noise	B1	handwritten_ocr_noise
p0118	610	high-noise	B1	mounted_slip_layout;reading_order_risk
p0119	779	high-noise	B1	mounted_slip_layout;reading_order_risk
p0120	3396	high-noise	B1	mounted_slip_layout;reading_order_risk
p0121	409	high-noise	B2	mounted_slip_layout;reading_order_risk
p0122	2132	high-noise	B2	mounted_slip_layout;reading_order_risk
p0123	5	high-noise	B2	severe_under_capture
p0124	978	usable-with-noise	B2	handwritten_ocr_noise
p0125	390	usable-with-noise	B2	handwritten_ocr_noise
p0126	704	usable-with-noise	B2	handwritten_ocr_noise
p0127	644	high-noise	B2	semantic_hallucination_repeated_place_list
p0128	601	usable-with-noise	B2	handwritten_ocr_noise
p0129	1136	usable-with-noise	B2	handwritten_ocr_noise
p0130	1220	usable-with-noise	B2	handwritten_ocr_noise
p0131	1124	usable-with-noise	B2	handwritten_ocr_noise
p0132	1314	usable-with-noise	B2	handwritten_ocr_noise
p0133	1076	usable-with-noise	B2	handwritten_ocr_noise
p0134	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0135	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0136	1145	high-noise	B2	mounted_slip_layout;reading_order_risk
p0137	965	high-noise	B2	semantic_hallucination_test_sentence_and_mixed_script
p0138	2306	high-noise	B2	ocr_repeat_run_cleaned;modern_url_intrusion;semantic_overgeneration;ocr_repetition_cleaned_v3
p0139	1696	high-noise	B2	mounted_slip_layout;reading_order_risk
p0140	819	high-noise	B2	mounted_slip_layout;reading_order_risk
p0141	460	high-noise	B2	
p0142	615	high-noise	B2	
p0143	1463	high-noise	B2	
p0144	1408	high-noise	B2	
p0145	918	high-noise	B2	
p0146	305	high-noise	B2	
p0147	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0148	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0149	965	high-noise	B2	mounted_slip_layout;reading_order_risk
p0150	1457	high-noise	B2	mounted_slip_layout;reading_order_risk
p0151	1177	high-noise	B2	mounted_slip_layout;reading_order_risk
p0152	1271	high-noise	B2	mounted_slip_layout;reading_order_risk
p0153	67	high-noise	B2	mounted_slip_layout;reading_order_risk;severe_under_capture;ocr_repeat_run_cleaned;semantic_overgeneration;ocr_repetition_cleaned_v3
p0154	2524	high-noise	B2	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_intrusion
p0155	1232	high-noise	B2	mounted_slip_layout;reading_order_risk;mixed_script_semantic_hallucination
p0156	1587	high-noise	B2	mounted_slip_layout;reading_order_risk
p0157	310	high-noise	B2	semantic_hallucination_modern_2000_intrusion
p0158	0	blank-no-substantive	B2	baseline_empty_verified_blank
p0159	1429	high-noise	B2	mounted_slip_layout;reading_order_risk
p0160	1493	high-noise	B2	mounted_slip_layout;reading_order_risk
p0161	932	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_web_conversation_intrusion
p0162	1508	high-noise	C1	mounted_slip_layout;reading_order_risk
p0163	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0164	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0165	857	high-noise	C1	mounted_slip_layout;reading_order_risk
p0166	1325	high-noise	C1	mounted_slip_layout;reading_order_risk
p0167	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0168	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0169	1645	high-noise	C1	mounted_slip_layout;reading_order_risk
p0170	1649	high-noise	C1	mounted_slip_layout;reading_order_risk
p0171	2128	high-noise	C1	mounted_slip_layout;reading_order_risk
p0172	210	high-noise	C1	mounted_slip_layout;reading_order_risk
p0173	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0174	815	high-noise	C1	mounted_slip_layout;reading_order_risk
p0175	14	high-noise	C1	mounted_slip_layout;reading_order_risk;severe_under_capture
p0176	1	high-noise	C1	mounted_slip_layout;reading_order_risk;severe_under_capture
p0177	190	high-noise	C1	mounted_slip_layout;reading_order_risk
p0178	24	high-noise	C1	mounted_slip_layout;reading_order_risk;severe_under_capture
p0179	0	blank-no-substantive	C1	baseline_empty_verified_blank
p0180	323	high-noise	C1	mounted_slip_layout;reading_order_risk
p0181	1632	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_generic_english_prose
p0182	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0183	0	short-text	C1	rockefeller_stationery;baseline_empty_short_text
p0184	0	false-empty-recovery	C1	baseline_empty_false_negative;mounted_slip_layout;reading_order_risk
p0185	3496	high-noise	C1	mounted_slip_layout;reading_order_risk;numeric_enumeration_overgeneration;suspiciously_long_for_layout
p0186	69	short-text	C1	rockefeller_stationery
p0187	601	high-noise	C1	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_2020_Macau_intrusion
p0188	171	high-noise	C1	mounted_slip_layout;reading_order_risk
p0189	327	high-noise	C2	mounted_slip_layout;reading_order_risk;mixed_script_semantic_hallucination
p0190	1204	high-noise	C2	mounted_slip_layout;reading_order_risk;semantic_hallucination_modern_2022_intrusion
p0191	1453	high-noise	C2	mounted_slip_layout;reading_order_risk
p0192	1508	high-noise	C2	mounted_slip_layout;reading_order_risk;semantic_hallucination_conversational_intrusion
p0193	470	high-noise	C2	mounted_slip_layout;reading_order_risk
p0194	1125	high-noise	C2	mounted_slip_layout;reading_order_risk
p0195	519	high-noise	C2	mounted_slip_layout;reading_order_risk
p0196	920	usable-with-noise	C2	handwritten_ocr_noise
p0197	478	usable-with-noise	C2	handwritten_ocr_noise
p0198	470	usable-with-noise	C2	handwritten_ocr_noise
p0199	1504	usable-with-noise	C2	handwritten_ocr_noise
p0200	1279	usable-with-noise	C2	handwritten_ocr_noise
p0201	1421	usable-with-noise	C2	handwritten_ocr_noise
p0202	1337	usable-with-noise	C2	handwritten_ocr_noise
p0203	1594	usable-with-noise	C2	handwritten_ocr_noise
p0204	263	usable-with-noise	C2	handwritten_ocr_noise
p0205	1512	usable-with-noise	C2	handwritten_ocr_noise
p0206	1612	usable-with-noise	C2	handwritten_ocr_noise
p0207	1565	usable-with-noise	C2	handwritten_ocr_noise
p0208	695	usable-with-noise	C2	handwritten_ocr_noise
p0209	964	usable-with-noise	C2	handwritten_ocr_noise
p0210	1749	usable-with-noise	C2	handwritten_ocr_noise
p0211	843	usable-with-noise	C2	handwritten_ocr_noise
p0212	1288	usable-with-noise	C2	handwritten_ocr_noise
p0213	530	usable-with-noise	C2	handwritten_ocr_noise
p0214	1723	usable-with-noise	C2	handwritten_ocr_noise
p0215	2956	high-noise	C2	severe_character_order_corruption;semantic_overgeneration
p0216	3469	high-noise	C2	suspiciously_long_for_manuscript_page
p0217	3310	high-noise	C2	severe_character_order_corruption;semantic_overgeneration
p0218	3401	high-noise	C2	severe_character_order_corruption;semantic_overgeneration
p0219	2773	high-noise	C2	semantic_hallucination_modern_HR_prose;semantic_overgeneration
p0220	3017	high-noise	C2	severe_character_order_corruption;semantic_overgeneration
p0221	3534	high-noise	C2	severe_character_order_corruption;semantic_overgeneration
p0222	2889	usable-with-noise	C2	handwritten_ocr_noise
p0223	102	high-noise	C2	severe_under_capture;ocr_token_repetition_removed;semantic_hallucination;ocr_repetition_cleaned_v3
p0224	1277	usable-with-noise	D1	handwritten_ocr_noise
p0225	1549	usable-with-noise	D1	handwritten_ocr_noise
p0226	1144	usable-with-noise	D1	handwritten_ocr_noise
p0227	1272	usable-with-noise	D1	handwritten_ocr_noise
p0228	1235	usable-with-noise	D1	handwritten_ocr_noise
p0229	1336	usable-with-noise	D1	handwritten_ocr_noise
p0230	1156	usable-with-noise	D1	handwritten_ocr_noise
p0231	1184	usable-with-noise	D1	handwritten_ocr_noise
p0232	1276	usable-with-noise	D1	handwritten_ocr_noise
p0233	1070	usable-with-noise	D1	handwritten_ocr_noise
p0234	1150	usable-with-noise	D1	handwritten_ocr_noise
p0235	1184	usable-with-noise	D1	handwritten_ocr_noise
p0236	507	usable-with-noise	D1	handwritten_ocr_noise
p0237	0	blank-no-substantive	D1	baseline_empty_verified_blank
