page_id	baseline_chars	visual_status	quality_class	needs_close_transcription	text_source	review_pdf
chunk_007:p0056	4310	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0057	4891	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0058	4778	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0059	4347	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0060	3984	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0061	3716	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0062	3239	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0063	3643	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0064	3658	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0065	3698	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0066	3934	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0067	3846	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0068	3651	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0069	4227	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0070	8000	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0071	4370	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0072	8388	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0073	3362	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0074	5707	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0075	6635	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0076	6490	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0077	5787	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0078	3337	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0079	5129	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0080	161	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0081	4040	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0082	3820	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0083	3549	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0084	4253	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0085	3619	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0086	2573	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0087	1522	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0088	2869	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0089	2827	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0090	2682	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0091	934	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0092	2111	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0093	1912	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0094	523	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0095	2810	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0096	2731	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0097	2911	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0098	3341	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0099	1895	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0100	2839	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0101	2257	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0102	1244	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0103	0	blank_confirmed	blank	false	blank	chunk_007__p0081-0120.pdf
chunk_007:p0104	480	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0105	396	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0106	838	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0107	996	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0108	1183	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0109	389	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0110	1608	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0111	0	blank_confirmed	blank	false	blank	chunk_007__p0081-0120.pdf
chunk_007:p0112	0	blank_confirmed	blank	false	blank	chunk_007__p0081-0120.pdf
chunk_007:p0113	1171	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0114	1760	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0115	0	false_empty_recovered	false_empty_recovered	true	manual_visual_presence_only	chunk_007__p0081-0120.pdf
chunk_007:p0116	717	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0117	921	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0118	728	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0119	479	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0081-0120.pdf
chunk_007:p0120	0	false_empty_recovered	false_empty_recovered	false	manual_visual_anchor	chunk_007__p0081-0120.pdf
chunk_007:p0121	5977	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0122	174	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0123	600	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0124	470	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0125	304	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0126	326	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0127	0	blank_confirmed	blank	false	blank	chunk_007__p0121-0147.pdf
chunk_007:p0128	14	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0129	1529	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0130	1238	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0131	1154	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0132	335	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0133	0	blank_confirmed	blank	false	blank	chunk_007__p0121-0147.pdf
chunk_007:p0134	774	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0135	1267	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0136	1533	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0137	4649	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0138	4797	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0139	1384	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0140	0	blank_confirmed	blank	false	blank	chunk_007__p0121-0147.pdf
chunk_007:p0141	335	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0142	17	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0143	847	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0144	494	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0145	918	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0146	1649	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
chunk_007:p0147	593	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0121-0147.pdf
