page_id	scan_page	baseline_chars	class	notes
chunk_023:p0028	0028	2288	high-noise	small/mounted/compound continuation material from the `Europ. pol. gesch. rondom 1700` dossier; OCR under-captures handwriting and/or has unstable reading order; quotation unsafe without scan check
chunk_023:p0029	0029	7233	usable-with-noise	printed German review/advertising material on Karl Stählin's Russian history; source insert, not Huizinga-authored manuscript
chunk_023:p0030	0030	3473	usable-with-noise	printed `Quellen und Aufsätze zur russischen Geschichte` / Karl Stählin source material; not Huizinga-authored manuscript
chunk_023:p0031	0031	1593	usable-with-noise	
chunk_023:p0032	0032	1966	usable-with-noise	
chunk_023:p0033	0033	407	usable-with-noise	
chunk_023:p0034	0034	982	high-noise	small/mounted/compound continuation material from the `Europ. pol. gesch. rondom 1700` dossier; OCR under-captures handwriting and/or has unstable reading order; quotation unsafe without scan check
chunk_023:p0035	0035	158	high-noise	small/mounted/compound continuation material from the `Europ. pol. gesch. rondom 1700` dossier; OCR under-captures handwriting and/or has unstable reading order; quotation unsafe without scan check
chunk_023:p0036	0036	1119	high-noise	small/mounted/compound continuation material from the `Europ. pol. gesch. rondom 1700` dossier; OCR under-captures handwriting and/or has unstable reading order; quotation unsafe without scan check
chunk_023:p0037	0037	2121	high-noise	small/mounted/compound continuation material from the `Europ. pol. gesch. rondom 1700` dossier; OCR under-captures handwriting and/or has unstable reading order; quotation unsafe without scan check
chunk_023:p0038	0038	2088	high-noise	small/mounted/compound continuation material from the `Europ. pol. gesch. rondom 1700` dossier; OCR under-captures handwriting and/or has unstable reading order; quotation unsafe without scan check
chunk_023:p0039	0039	118	high-noise	mounted slip page; v3 removed a large OCR repetition cycle; surviving text is not adequate for quotation
chunk_023:p0040	0040	50	short-text	short contents/folder label; scan reads `Licht & geluid`, `Kern`, `Beteekenisleer`, `Vidūsaka` (source spelling preserved)
chunk_023:p0041	0041	0	blank/no-substantive	blank reverse of the p0040 contents label; no substantive retrievable text
chunk_023:p0042	0042	1634	usable-with-noise	start of `Licht & geluid / Beteekenisleer` manuscript; scan heading `Inleiding. pag. 1–19.`; discusses expressions for perceptions of different senses and Jacob Grimm
chunk_023:p0043	0043	3319	usable-with-noise	
chunk_023:p0044	0044	1640	usable-with-noise	
chunk_023:p0045	0045	5939	usable-with-noise	
chunk_023:p0046	0046	3240	usable-with-noise	
chunk_023:p0047	0047	2787	usable-with-noise	
chunk_023:p0048	0048	2468	usable-with-noise	
chunk_023:p0049	0049	2720	usable-with-noise	
chunk_023:p0050	0050	2716	usable-with-noise	
chunk_023:p0051	0051	2395	usable-with-noise	
chunk_023:p0052	0052	526	high-noise	dense manuscript page 20; baseline has only 526 characters and severely under-captures the visible main text; exact quotation requires scan transcription
chunk_023:p0053	0053	2776	usable-with-noise	
chunk_023:p0054	0054	2172	usable-with-noise	
chunk_023:p0055	0055	2639	usable-with-noise	
chunk_023:p0056	0056	2339	usable-with-noise	
chunk_023:p0057	0057	2760	usable-with-noise	
chunk_023:p0058	0058	2617	usable-with-noise	
chunk_023:p0059	0059	2881	usable-with-noise	
chunk_023:p0060	0060	2120	usable-with-noise	
chunk_023:p0061	0061	1867	usable-with-noise	
chunk_023:p0062	0062	173	high-noise	small quotation/reference insert closing the `Licht & geluid / Beteekenisleer` sequence; OCR is retrieval-grade only
chunk_023:p0063	0063	2	blank/no-substantive	blank ruled card; baseline `f4` is spurious OCR
chunk_023:p0064	0064	1748	usable-with-noise	Vidūsaka/Sanskrit-drama notes begin after blank divider p0063
chunk_023:p0065	0065	1335	usable-with-noise	
chunk_023:p0066	0066	2254	usable-with-noise	
chunk_023:p0067	0067	290	high-noise	small/mounted Vidūsaka note; OCR under-captures handwriting
chunk_023:p0068	0068	1946	usable-with-noise	
chunk_023:p0069	0069	2135	usable-with-noise	
chunk_023:p0070	0070	2101	usable-with-noise	
chunk_023:p0071	0071	2510	usable-with-noise	
chunk_023:p0072	0072	2509	usable-with-noise	
chunk_023:p0073	0073	2515	usable-with-noise	
chunk_023:p0074	0074	2946	usable-with-noise	
chunk_023:p0075	0075	2356	usable-with-noise	
chunk_023:p0076	0076	3108	usable-with-noise	
chunk_023:p0077	0077	3156	usable-with-noise	
chunk_023:p0078	0078	3155	usable-with-noise	
chunk_023:p0079	0079	3590	usable-with-noise	
chunk_023:p0080	0080	3589	usable-with-noise	
chunk_023:p0081	0081	4428	usable-with-noise	
chunk_023:p0082	0082	3491	usable-with-noise	
chunk_023:p0083	0083	3494	usable-with-noise	
chunk_023:p0084	0084	3444	usable-with-noise	
chunk_023:p0085	0085	3134	usable-with-noise	
chunk_023:p0086	0086	3136	usable-with-noise	
chunk_023:p0087	0087	3121	usable-with-noise	
chunk_023:p0088	0088	2906	usable-with-noise	
chunk_023:p0089	0089	2658	usable-with-noise	
chunk_023:p0090	0090	2348	usable-with-noise	
chunk_023:p0091	0091	2516	usable-with-noise	
chunk_023:p0092	0092	2609	usable-with-noise	
chunk_023:p0093	0093	2394	usable-with-noise	
chunk_023:p0094	0094	2579	usable-with-noise	
chunk_023:p0095	0095	2415	usable-with-noise	
chunk_023:p0096	0096	0	false-empty	baseline OCR empty; rotated scan clearly reads `Aanteekeningen Vidūsaka`; false-empty packet/subpacket label recovery
chunk_023:p0097	0097	1063	usable-with-noise	
chunk_023:p0098	0098	2901	usable-with-noise	
chunk_023:p0099	0099	2493	usable-with-noise	
chunk_023:p0100	0100	2156	usable-with-noise	
chunk_023:p0101	0101	2682	usable-with-noise	
chunk_023:p0102	0102	2996	usable-with-noise	
chunk_023:p0103	0103	2501	usable-with-noise	
chunk_023:p0104	0104	1551	usable-with-noise	
chunk_023:p0105	0105	0	blank/no-substantive	blank folded/ruled sheet; no substantive retrievable text
chunk_023:p0106	0106	0	blank/no-substantive	blank ruled card with stain/mark only; no substantive retrievable text
chunk_023:p0107	0107	1638	usable-with-noise	
chunk_023:p0108	0108	1084	usable-with-noise	
chunk_023:p0109	0109	0	blank/no-substantive	blank sheet; no substantive retrievable text
chunk_023:p0110	0110	0	false-empty	baseline OCR empty; scan recovers `Sâhityadarpana etc.` and `Notities Vidūsaka`; source spellings/diacritics preserved
chunk_023:p0111	0111	756	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0112	0112	1825	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0113	0113	1703	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0114	0114	1761	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0115	0115	2119	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0116	0116	2282	high-noise	mounted notes on recycled paper; baseline required repetition cleanup and remains unstable
chunk_023:p0117	0117	1992	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0118	0118	2979	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0119	0119	1590	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0120	0120	1423	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0121	0121	1828	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0122	0122	1378	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0123	0123	1579	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0124	0124	1256	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0125	0125	1875	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0126	0126	2408	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0127	0127	2621	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0128	0128	3044	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0129	0129	1605	high-noise	mounted Vidūsaka/Sanskrit notes on recycled paper; OCR frequently captures printed exhibition-clipping text rather than the handwritten research content; slip-by-slip scan reading required
chunk_023:p0130	0130	1852	high-noise	mounted comparative notes on laughter/comedy; printed exhibition-clipping verso is not the research text
chunk_023:p0131	0131	774	high-noise	mounted notes on reused `JOHAN HUIZINGA` card stock; OCR reading order unstable
chunk_023:p0132	0132	723	usable-with-noise	page 1 of a paginated 64-page Kern working manuscript/outline; lists biographical and Indological reference points
chunk_023:p0133	0133	3613	usable-with-noise	paginated Kern working manuscript continues with red page numbers 2–3
chunk_023:p0134	0134	3852	usable-with-noise	
chunk_023:p0135	0135	3695	usable-with-noise	
chunk_023:p0136	0136	3715	usable-with-noise	
chunk_023:p0137	0137	3867	usable-with-noise	
chunk_023:p0138	0138	3966	usable-with-noise	
chunk_023:p0139	0139	3973	usable-with-noise	
chunk_023:p0140	0140	4225	usable-with-noise	
chunk_023:p0141	0141	4405	usable-with-noise	
chunk_023:p0142	0142	4313	usable-with-noise	
chunk_023:p0143	0143	4231	usable-with-noise	
chunk_023:p0144	0144	4180	usable-with-noise	
chunk_023:p0145	0145	4159	usable-with-noise	
chunk_023:p0146	0146	4229	usable-with-noise	
chunk_023:p0147	0147	4277	usable-with-noise	
chunk_023:p0148	0148	8189	usable-with-noise	
chunk_023:p0149	0149	995	high-noise	dense paginated Kern working manuscript; baseline severely under-captures/contains repetition artefact; scan check required for quotation
chunk_023:p0150	0150	3880	usable-with-noise	
chunk_023:p0151	0151	4072	usable-with-noise	
chunk_023:p0152	0152	4012	usable-with-noise	
chunk_023:p0153	0153	4115	usable-with-noise	
chunk_023:p0154	0154	4199	usable-with-noise	
chunk_023:p0155	0155	4052	usable-with-noise	
chunk_023:p0156	0156	4027	usable-with-noise	
chunk_023:p0157	0157	4114	usable-with-noise	
chunk_023:p0158	0158	4284	usable-with-noise	
chunk_023:p0159	0159	4316	usable-with-noise	
chunk_023:p0160	0160	4376	usable-with-noise	
chunk_023:p0161	0161	4087	usable-with-noise	
chunk_023:p0162	0162	4221	usable-with-noise	
chunk_023:p0163	0163	4214	usable-with-noise	
chunk_023:p0164	0164	949	usable-with-noise	end of the paginated Kern working manuscript, red page number 64
chunk_023:p0165	0165	666	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0166	0166	1072	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0167	0167	855	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0168	0168	857	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0169	0169	1082	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0170	0170	820	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0171	0171	459	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0172	0172	1098	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0173	0173	279	high-noise	small supplementary Kern note sheet(s); OCR is partial/noisy and exact reading requires scan check
chunk_023:p0174	0174	0	false-empty	baseline OCR empty; dense handwritten bibliography page marked `10`; secure anchors include `Lex Salica` / `Sprache der salischen Franken`, `onderwijs der Ned. taal`, `Oude Ned. Spraakkunst`, and `Middelnederlandsch Woordenboek`
chunk_023:p0175	0175	0	blank/no-substantive	blank ruled card; no substantive retrievable text
chunk_023:p0176	0176	155	short-text	printed title page/cover: `Mannen en Vrouwen van Beteekenis in onze Dagen: Hendrik Kern`, J. Huizinga, Haarlem, H. D. Tjeenk Willink & Zoon, 1899
chunk_023:p0177	0177	0	blank/no-substantive	blank inside cover/endpaper of the printed `Hendrik Kern` booklet
chunk_023:p0178	0178	1151	usable-with-noise	printed published `Hendrik Kern` text begins; publication layer distinct from manuscript/notes
chunk_023:p0179	0179	1160	usable-with-noise	
chunk_023:p0180	0180	4225	usable-with-noise	
chunk_023:p0181	0181	4357	usable-with-noise	
chunk_023:p0182	0182	4276	usable-with-noise	
chunk_023:p0183	0183	4209	usable-with-noise	
chunk_023:p0184	0184	4266	usable-with-noise	
chunk_023:p0185	0185	4209	usable-with-noise	
chunk_023:p0186	0186	4058	usable-with-noise	
chunk_023:p0187	0187	2131	usable-with-noise	final surviving printed page of the 1899 `Hendrik Kern` booklet
