page	pdf	verification	json_action	note
p0172	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0173	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0174	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0175	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0176	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0177	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0178	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0179	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0180	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0181	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0182	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0183	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0184	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0185	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0186	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0187	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0188	chunk_067__p0161-0200.pdf	checked_against_original_pdf	drop_block	corrected JSON and audit ledger updated
p0189	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0190	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0191	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0192	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0193	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0194	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0195	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0196	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0197	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0198	chunk_067__p0161-0200.pdf	checked_against_original_pdf	drop_block;drop_block;drop_block	corrected JSON and audit ledger updated
p0199	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0200	chunk_067__p0161-0200.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0201	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0202	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0203	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0204	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0205	chunk_067__p0201-0223.pdf	checked_against_original_pdf	clear_page;append_manual_block	corrected JSON and audit ledger updated
p0206	chunk_067__p0201-0223.pdf	checked_against_original_pdf	drop_block;drop_block	corrected JSON and audit ledger updated
p0207	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0208	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0209	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0210	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0211	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0212	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0213	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0214	chunk_067__p0201-0223.pdf	checked_against_original_pdf	drop_block	corrected JSON and audit ledger updated
p0215	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0216	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0217	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0218	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0219	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0220	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0221	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0222	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
p0223	chunk_067__p0201-0223.pdf	checked_against_original_pdf	no_high_confidence_change	raw JSON retained after visual comparison
